strain,character_state,character_state_annotation
YEPE.0221.00054,3,inversion between 440h-441t and 349h-350t
YEPE.0221.00047,0,edge exists
YEPE.0221.00029,0,edge exists
YEPE.0221.00003,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00008,0,edge exists
YEPE.0221.00057,0,edge exists
YEPE.0221.00040,0,edge exists
YEPE.0221.00033,0,edge exists
YEPE.0221.00039,1,parallel edge doesn't exist
YEPE.0221.00028,0,edge exists
YEPE.0221.00007,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00045,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00042,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00026,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00013,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00018,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00055,0,edge exists
YEPE.0221.00050,0,edge exists
YEPE.0221.00024,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00056,0,edge exists
YEPE.0221.00034,0,edge exists
YEPE.0221.00048,0,edge exists
YEPE.0221.00005,0,edge exists
YEPE.0221.00032,0,edge exists
YEPE.0221.00051,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00016,1,parallel edge doesn't exist
YEPE.0221.00036,0,edge exists
YEPE.0221.00002,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00020,0,edge exists
YEPE.0221.00041,0,edge exists
YEPE.0221.00044,0,edge exists
YEPE.0221.00011,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00017,0,edge exists
YEPE.0221.00046,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00012,2,some block is not presented
YEPE.0221.00053,0,edge exists
YEPE.0221.00021,0,edge exists
YEPE.0221.00030,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00014,2,some block is not presented
YEPE.0221.00058,1,parallel edge doesn't exist
YEPE.0221.00035,0,edge exists
YEPE.0221.00038,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00043,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00004,0,edge exists
YEPE.0221.00031,0,edge exists
YEPE.0221.00010,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00025,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00027,0,edge exists
YEPE.0221.00022,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00023,0,edge exists
YEPE.0221.00015,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00052,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00049,0,edge exists
YEPE.0221.00001,0,edge exists
YEPE.0221.00009,4,inversion between 440h-441t and 439h-440t
YEPE.0221.00037,5,inversion between 440h-441t and 318h-418h
YEPE.0221.00006,0,edge exists
YEPE.0221.00019,0,edge exists
