strain,character_state,character_state_annotation
YEPE.0221.00017,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00021,0,edge exists
YEPE.0221.00051,0,edge exists
YEPE.0221.00048,1,parallel edge doesn't exist
YEPE.0221.00056,1,parallel edge doesn't exist
YEPE.0221.00023,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00033,1,parallel edge doesn't exist
YEPE.0221.00052,0,edge exists
YEPE.0221.00049,1,parallel edge doesn't exist
YEPE.0221.00047,1,parallel edge doesn't exist
YEPE.0221.00032,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00026,0,edge exists
YEPE.0221.00055,0,edge exists
YEPE.0221.00008,0,edge exists
YEPE.0221.00009,0,edge exists
YEPE.0221.00016,0,edge exists
YEPE.0221.00007,0,edge exists
YEPE.0221.00035,4,inversion between 158t-42t and 212t-211h
YEPE.0221.00014,4,inversion between 158t-42t and 212t-211h
YEPE.0221.00031,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00027,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00020,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00053,0,edge exists
YEPE.0221.00044,1,parallel edge doesn't exist
YEPE.0221.00046,0,edge exists
YEPE.0221.00029,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00040,1,parallel edge doesn't exist
YEPE.0221.00039,0,edge exists
YEPE.0221.00004,0,edge exists
YEPE.0221.00028,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00041,1,parallel edge doesn't exist
YEPE.0221.00036,0,edge exists
YEPE.0221.00054,5,inversion between 158t-42t and 250h-253t
YEPE.0221.00043,0,edge exists
YEPE.0221.00018,0,edge exists
YEPE.0221.00019,3,inversion between 158t-42t and 157h-41h
YEPE.0221.00006,0,edge exists
YEPE.0221.00011,0,edge exists
YEPE.0221.00002,6,inversion between 158t-42t and 106t-157h
YEPE.0221.00013,0,edge exists
YEPE.0221.00025,0,edge exists
YEPE.0221.00037,0,edge exists
YEPE.0221.00057,0,edge exists
YEPE.0221.00010,0,edge exists
YEPE.0221.00050,4,inversion between 158t-42t and 212t-211h
YEPE.0221.00003,0,edge exists
YEPE.0221.00045,0,edge exists
YEPE.0221.00030,5,inversion between 158t-42t and 250h-253t
YEPE.0221.00012,0,edge exists
YEPE.0221.00015,0,edge exists
YEPE.0221.00038,0,edge exists
YEPE.0221.00034,0,edge exists
YEPE.0221.00042,0,edge exists
YEPE.0221.00005,7,inversion between 158t-42t and 107h-41h
YEPE.0221.00058,0,edge exists
YEPE.0221.00022,0,edge exists
YEPE.0221.00001,1,parallel edge doesn't exist
YEPE.0221.00024,0,edge exists
