strain,character_state,character_state_annotation
CP008995,1,1 copies
CM007622,1,1 copies
CP020882,0,0 copies
CP006857,1,1 copies
CP009025,1,1 copies
CP009010,0,0 copies
CP023285,1,1 copies
CP009007,1,1 copies
CP009013,1,1 copies
CP011827,0,0 copies
CP009019,1,1 copies
CP018847,0,0 copies
CP009040,0,0 copies
CP009004,1,1 copies
CP008992,1,1 copies
CP009037,0,0 copies
CP018850,0,0 copies
LN606820,1,1 copies
AE008923,1,1 copies
LN590509,0,0 copies
CM007619,1,1 copies
CP020885,0,0 copies
CP018854,0,0 copies
CP003778,1,1 copies
CP009016,1,1 copies
CP020889,0,0 copies
CP009001,1,1 copies
CP009031,0,0 copies
CP009022,1,1 copies
CP009028,1,1 copies
CP008998,1,1 copies
CP018858,0,0 copies
CP008989,1,1 copies
CP009034,0,0 copies
