strain,character_state,character_state_annotation
BUMA.0521.00008,3,inversion between 100t-150t and 99h-148h
BUMA.0521.00023,0,adjacency exists
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00003,0,adjacency exists
BUMA.0521.00006,4,inversion between 100t-150t and 156t-155h
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00030,0,adjacency exists
BUMA.0521.00028,0,adjacency exists
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00031,5,inversion between 100t-150t and 112h-113t
BUMA.0521.00007,0,adjacency exists
BUMA.0521.00001,5,inversion between 100t-150t and 112h-113t
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00002,0,adjacency exists
BUMA.0521.00004,6,inversion between 100t-150t and 138t-137h
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00018,5,inversion between 100t-150t and 112h-113t
BUMA.0521.00012,3,inversion between 100t-150t and 99h-148h
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00010,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00017,7,inversion between 100t-150t and 141h-113h
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00032,7,inversion between 100t-150t and 141h-113h
BUMA.0521.00025,5,inversion between 100t-150t and 112h-113t
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00029,5,inversion between 100t-150t and 112h-113t
