strain,character_state,character_state_annotation
BUMA.0521.00007,1,complex break of adjacency
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00024,1,complex break of adjacency
BUMA.0521.00017,0,adjacency exists
BUMA.0521.00016,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00022,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00026,2,some block is not presented
BUMA.0521.00014,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00031,0,adjacency exists
BUMA.0521.00004,0,adjacency exists
BUMA.0521.00006,0,adjacency exists
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00028,2,some block is not presented
BUMA.0521.00015,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00020,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00012,0,adjacency exists
BUMA.0521.00021,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00025,0,adjacency exists
BUMA.0521.00001,0,adjacency exists
BUMA.0521.00018,0,adjacency exists
BUMA.0521.00027,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00019,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00008,0,adjacency exists
BUMA.0521.00023,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00030,2,some block is not presented
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00029,0,adjacency exists
BUMA.0521.00003,0,adjacency exists
BUMA.0521.00032,0,adjacency exists
BUMA.0521.00009,3,inversion between 1h-6t and 48h-49t
BUMA.0521.00002,0,adjacency exists
BUMA.0521.00010,1,complex break of adjacency
