block,species,chr,chr_beg,chr_end,orientation
97,AM295007,1,1112298,1138775,+
97,CP000829,1,681887,708351,-
97,CP013838,1,738500,764961,-
97,CP014027,1,43893,70352,+
97,AE009949,1,751679,778140,-
97,CP000260,1,704068,730512,-
97,CP013839,1,649271,675732,-
97,CP010449,1,690217,716682,-
97,HG316453,1,663232,689693,-
97,CP007241,1,678916,705377,-
97,CP011535,1,1181968,1208437,+
97,CP000261,1,710748,738189,-
97,CP000262,1,734677,761137,-
97,CP008776,1,1140588,1167047,+
97,CP015238,1,695916,722379,-
97,CP013672,1,708001,734469,-
97,CP003068,1,670636,697104,-
97,CP007041,1,1227344,1253812,+
97,CP007562,1,1031367,1057834,+
97,CP000259,1,709340,736780,-
97,AP014572,1,664913,691372,-
97,CP007537,1,1178589,1205048,+
97,CP008926,1,1673720,1700186,-
97,AP012491,1,690503,716962,-
97,AE014074,1,641976,668460,-
97,BA000034,1,1228274,1254758,+
97,CP003901,1,670426,696885,-
97,CP003116,1,675667,702137,-
97,CP012045,1,695081,721540,-
97,AP012335,1,650421,676879,-
97,CP014138,1,695570,722028,-
97,CP008695,1,340410,366879,-
97,CP006366,1,672446,698916,-
97,CP007024,1,678463,704913,-
97,CP007560,1,1040391,1066829,+
97,CP009612,1,668403,695844,-
97,CP011068,1,669617,696084,-
97,CP000017,1,671761,698220,-
97,CP013840,1,683098,709559,-
97,CP007561,1,1075795,1102259,+
97,AFRY01000001,1,1238475,1265916,+
97,CP011415,1,650429,676887,-
97,CP010450,1,662546,689003,-
97,AE004092,1,710701,737162,-
97,CP007240,1,643601,670068,-
97,CP000056,1,669984,696453,-
97,AP014585,1,664854,691313,-
97,CP000003,1,689078,715536,-
97,CP014139,1,1178957,1205425,+
97,CP003121,1,673092,699562,-
96,AM295007,1,1090476,1112296,+
96,CP000829,1,708352,729103,-
96,CP013838,1,764962,785791,-
96,CP014027,1,23063,43891,+
96,AE009949,1,778141,798997,-
96,CP000260,1,730514,752256,-
96,CP013839,1,675733,696562,-
96,CP010449,1,717998,738841,-
96,HG316453,1,689694,710523,-
96,CP007241,1,705378,726129,-
96,CP011535,1,1161227,1181966,+
96,CP000261,1,738190,759018,-
96,CP000262,1,761138,781983,-
96,CP008776,1,1119758,1140586,+
96,CP015238,1,722380,744201,-
96,CP013672,1,734470,755295,-
96,CP003068,1,697105,717930,-
96,CP007041,1,1206513,1227342,+
96,CP007562,1,1010536,1031365,+
96,CP000259,1,736781,757610,-
96,AP014572,1,691373,712201,-
96,CP007537,1,1157759,1178587,+
96,CP008926,1,1700187,1722009,-
96,AP012491,1,716963,737791,-
96,AE014074,1,668461,689290,-
96,BA000034,1,1207443,1228272,+
96,CP003901,1,696886,717714,-
96,CP003116,1,702138,723959,-
96,CP012045,1,721541,742369,-
96,AP012335,1,676880,697735,-
96,CP014138,1,722029,742873,-
96,CP008695,1,366880,388697,-
96,CP006366,1,698917,720738,-
96,CP007024,1,704914,725660,-
96,CP007560,1,1019638,1040389,+
96,CP009612,1,695845,716674,-
96,CP011068,1,696085,716824,-
96,CP000017,1,698221,719049,-
96,CP013840,1,709560,730389,-
96,CP007561,1,1054961,1075793,+
96,AFRY01000001,1,1217644,1238473,+
96,CP011415,1,676888,697745,-
96,CP010450,1,689004,709752,-
96,AE004092,1,737163,757991,-
96,CP007240,1,670069,690898,-
96,CP000056,1,696454,717193,-
96,AP014585,1,691314,712141,-
96,CP000003,1,715537,736392,-
96,CP014139,1,1158217,1178955,+
96,CP003121,1,699563,721384,-
95,AM295007,1,1088380,1089919,+
95,CP000829,1,729661,731201,-
95,CP013838,1,786348,787888,-
95,CP014027,1,20966,22505,+
95,AE009949,1,799554,801094,-
95,CP000260,1,752814,754354,-
95,CP013839,1,697119,698659,-
95,CP010449,1,739399,740939,-
95,HG316453,1,711080,712620,-
95,CP007241,1,726687,728227,-
95,CP011535,1,1159136,1160670,+
95,CP000261,1,759575,761110,-
95,CP000262,1,784078,785618,-
95,CP008776,1,1117661,1119200,+
95,CP015238,1,744758,746319,-
95,CP013672,1,755852,757392,-
95,CP003068,1,718487,720027,-
95,CP007041,1,1204422,1205956,+
95,CP007562,1,1008440,1009979,+
95,CP000259,1,758168,759703,-
95,AP014572,1,712759,714299,-
95,CP007537,1,1155662,1157201,+
95,CP008926,1,1722567,1724107,-
95,AP012491,1,738349,739889,-
95,AE014074,1,689869,691404,-
95,BA000034,1,1205352,1206886,+
95,CP003901,1,718272,719812,-
95,CP003116,1,724517,726057,-
95,CP012045,1,742927,744467,-
95,AP012335,1,698292,699837,-
95,CP014138,1,744968,746508,-
