strain,character_state,character_state_annotation
BUMA.0521.00015,3,3 copies
BUMA.0521.00010,0,0 copies
BUMA.0521.00004,2,2 copies
BUMA.0521.00006,3,3 copies
BUMA.0521.00026,3,3 copies
BUMA.0521.00028,2,2 copies
BUMA.0521.00023,3,3 copies
BUMA.0521.00011,1,1 copies
BUMA.0521.00032,2,2 copies
BUMA.0521.00019,3,3 copies
BUMA.0521.00030,2,2 copies
BUMA.0521.00031,3,3 copies
BUMA.0521.00018,3,3 copies
BUMA.0521.00008,0,0 copies
BUMA.0521.00024,3,3 copies
BUMA.0521.00017,2,2 copies
BUMA.0521.00002,1,1 copies
BUMA.0521.00029,3,3 copies
BUMA.0521.00025,3,3 copies
BUMA.0521.00013,1,1 copies
BUMA.0521.00022,3,3 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00020,3,3 copies
BUMA.0521.00027,3,3 copies
BUMA.0521.00003,2,2 copies
BUMA.0521.00005,1,1 copies
BUMA.0521.00012,0,0 copies
BUMA.0521.00021,3,3 copies
BUMA.0521.00014,3,3 copies
BUMA.0521.00016,3,3 copies
BUMA.0521.00001,2,2 copies
BUMA.0521.00009,3,3 copies
