strain,character_state,character_state_annotation
BUMA.0521.00015,1,1 copies
BUMA.0521.00030,0,0 copies
BUMA.0521.00031,1,1 copies
BUMA.0521.00027,1,1 copies
BUMA.0521.00007,1,1 copies
BUMA.0521.00014,1,1 copies
BUMA.0521.00025,1,1 copies
BUMA.0521.00001,1,1 copies
BUMA.0521.00026,1,1 copies
BUMA.0521.00023,1,1 copies
BUMA.0521.00029,1,1 copies
BUMA.0521.00017,1,1 copies
BUMA.0521.00003,2,2 copies
BUMA.0521.00028,0,0 copies
BUMA.0521.00009,1,1 copies
BUMA.0521.00011,1,1 copies
BUMA.0521.00021,1,1 copies
BUMA.0521.00013,1,1 copies
BUMA.0521.00018,1,1 copies
BUMA.0521.00020,1,1 copies
BUMA.0521.00010,1,1 copies
BUMA.0521.00002,1,1 copies
BUMA.0521.00004,1,1 copies
BUMA.0521.00005,1,1 copies
BUMA.0521.00006,1,1 copies
BUMA.0521.00016,1,1 copies
BUMA.0521.00019,1,1 copies
BUMA.0521.00012,1,1 copies
BUMA.0521.00024,1,1 copies
BUMA.0521.00022,1,1 copies
BUMA.0521.00032,1,1 copies
BUMA.0521.00008,1,1 copies
