block,species,chr,chr_beg,chr_end,orientation
383,LEPN.0521.00005,1,3406133,3412234,+
383,LEPN.0521.00004,1,3540124,3546234,+
383,LEPN.0521.00011,1,3509264,3515377,+
383,LEPN.0521.00003,1,3575367,3581477,+
383,LEPN.0521.00014,1,3465846,3471959,+
383,LEPN.0521.00022,1,3497463,3503573,+
383,LEPN.0521.00017,1,3480953,3487066,+
383,LEPN.0521.00008,1,3370513,3376636,+
383,LEPN.0521.00018,1,3492214,3498323,+
383,LEPN.0521.00010,1,3452791,3458914,+
383,LEPN.0521.00001,1,3655252,3661362,+
383,LEPN.0521.00019,1,3356923,3363033,+
383,LEPN.0521.00007,1,3452795,3458918,+
383,LEPN.0521.00006,1,3383843,3389966,+
383,LEPN.0521.00002,1,3454666,3460779,+
383,LEPN.0521.00009,1,3452795,3458918,+
383,LEPN.0521.00016,1,3604888,3611000,+
383,LEPN.0521.00015,1,3549169,3555279,+
383,LEPN.0521.00021,1,3455427,3461540,+
383,LEPN.0521.00012,1,3494830,3500943,+
383,LEPN.0521.00020,1,3542092,3548205,+
383,LEPN.0521.00013,1,3468697,3474810,+
382,LEPN.0521.00005,1,3402904,3404254,+
382,LEPN.0521.00004,1,3538788,3540122,+
382,LEPN.0521.00011,1,3507928,3509262,+
382,LEPN.0521.00003,1,3574031,3575365,+
382,LEPN.0521.00014,1,3464510,3465844,+
382,LEPN.0521.00022,1,3496127,3497461,+
382,LEPN.0521.00017,1,3479617,3480951,+
382,LEPN.0521.00008,1,3369176,3370511,+
382,LEPN.0521.00018,1,3490878,3492212,+
382,LEPN.0521.00010,1,3451454,3452789,+
382,LEPN.0521.00001,1,3653916,3655250,+
382,LEPN.0521.00019,1,3355587,3356921,+
382,LEPN.0521.00007,1,3451458,3452793,+
382,LEPN.0521.00006,1,3382506,3383841,+
382,LEPN.0521.00002,1,3453330,3454664,+
382,LEPN.0521.00009,1,3451458,3452793,+
382,LEPN.0521.00016,1,3603552,3604886,+
382,LEPN.0521.00015,1,3547833,3549167,+
382,LEPN.0521.00021,1,3454091,3455425,+
382,LEPN.0521.00012,1,3493494,3494828,+
382,LEPN.0521.00020,1,3540756,3542090,+
382,LEPN.0521.00013,1,3467361,3468695,+
381,LEPN.0521.00005,1,3373129,3400460,+
381,LEPN.0521.00004,1,3509006,3536352,+
381,LEPN.0521.00011,1,3478154,3505484,+
381,LEPN.0521.00003,1,3544249,3571595,+
381,LEPN.0521.00014,1,3434736,3462066,+
381,LEPN.0521.00022,1,3466360,3493691,+
381,LEPN.0521.00017,1,3449843,3477173,+
381,LEPN.0521.00008,1,3341548,3369007,+
381,LEPN.0521.00018,1,3461113,3488443,+
381,LEPN.0521.00010,1,3423826,3451285,+
381,LEPN.0521.00001,1,3624144,3651476,+
381,LEPN.0521.00019,1,3325820,3353151,+
381,LEPN.0521.00007,1,3423830,3451289,+
381,LEPN.0521.00006,1,3354878,3382337,+
381,LEPN.0521.00002,1,3423556,3450886,+
381,LEPN.0521.00009,1,3423830,3451289,+
381,LEPN.0521.00016,1,3573778,3601108,+
381,LEPN.0521.00015,1,3518053,3545389,+
381,LEPN.0521.00021,1,3424317,3451647,+
381,LEPN.0521.00012,1,3463720,3491050,+
381,LEPN.0521.00020,1,3510982,3538312,+
381,LEPN.0521.00013,1,3437587,3464917,+
380,LEPN.0521.00005,1,3361853,3373128,+
380,LEPN.0521.00004,1,3487717,3498991,+
380,LEPN.0521.00011,1,3466877,3478153,+
380,LEPN.0521.00003,1,3522960,3534234,+
380,LEPN.0521.00014,1,3423459,3434735,+
380,LEPN.0521.00022,1,3455081,3466359,+
