block,gain
1,0.024274554504761126
2,0.0021071276204602807
3,0.0021071276204602807
4,0.024274554504761126
5,0.0021071276204602946
6,0.0021071276204602946
7,0.00016713821440061255
8,0.00016713821440061255
9,0.036854787408102885
10,0.036854787408102885
11,0.0033297194560096208
12,0.0033297194560096208
13,0.00016713821440061255
14,0.0021071276204602946
15,0.038470763984096656
16,0.0021071276204602946
17,0.0021071276204602946
18,0.0021071276204602946
19,0.0033297194560096208
20,0.00016713821440061255
21,0.00016713821440061255
22,0.00040735123613182267
23,0.054819786913110846
24,0.003329719456009572
25,0.036854787408102885
26,0.00040735123613182267
27,0.00016713821440061255
28,0.012242901195519844
29,0.024274554504761126
30,0.016647791492915662
31,0.025968128507582913
32,0.025968128507582913
33,0.0021071276204602946
34,0.029673541680437503
35,0.029673541680437503
36,0.02515416149947508
37,0.00016713821440061255
38,0.0021071276204602946
39,0.0021071276204602946
40,0.024274554504761126
41,0.0021071276204602946
42,0.00016713821440061255
43,0.0003544551821421521
44,0.00016713821440061255
45,0.00284801150309949
46,0.0021071276204602946
47,0.00284801150309949
48,0.0021071276204602946
49,0.004386914132354841
50,0.0021071276204602946
51,0.0021071276204602946
52,0.00284801150309949
53,0.00040735123613182267
54,0.03479428639328222
55,0.02515416149947508
56,0.007191174784989193
57,0.04528594682315601
58,0.024274554504761126
59,0.024274554504761126
60,0.001881339807797311
61,0.024274554504761126
62,0.0033297194560096208
63,0.009083184859698515
64,0.016504372457882943
65,0.029469782512210566
66,0.019986528249118063
67,0.019986528249118063
68,0.009083184859698515
69,0.0033297194560096208
70,0.00016713821440061255
71,0.00016713821440061255
72,0.037031236570808757
73,0.04528594682315602
74,0.037031236570808757
75,0.004386914132354813
76,0.0021071276204602946
77,0.02702532318392814
78,0.024274554504761126
79,0.0001671382144006195
80,0.0021071276204602807
81,0.01224290119551985
82,0.0028480115030995456
83,0.024274554504761126
84,0.06409433331904402
85,0.024274554504761126
86,0.04500798740243278
87,0.004386914132354841
88,0.022078443241704784
89,0.004386914132354841
90,0.006571796132317995
91,0.006571796132317995
92,0.0063054727195448745
93,0.0021071276204602946
94,0.037031236570808757
95,0.037031236570808757
96,0.007191174784989207
97,0.0033297194560096208
98,4.4959056383769846e-05
99,0.0028480115030995456
100,0.01818310257579296
101,0.038470763984096656
102,0.036854787408102885
103,0.038554397220927294
104,0.024274554504761126
105,0.0001671382144006195
106,0.036854787408102885
107,0.000354455182142166
108,0.003329719456009572
109,0.07407323672381017
110,0.04528594682315601
111,0.0862127115943282
112,0.06182347360259566
113,0.02803609888353975
114,0.037031236570808757
115,0.033346633178133356
116,0.037031236570808757
117,0.02803609888353975
118,0.009083184859698515
119,0.0033297194560096208
120,0.0033297194560096208
121,0.0033297194560096208
122,0.00016713821440061255
123,0.0033297194560096208
124,0.0033297194560096208
125,0.0021071276204602946
126,0.016504372457882943
127,0.016504372457882943
128,0.016504372457882943
129,0.0033297194560096208
130,0.0021071276204602946
131,0.0021071276204602946
132,0.016504372457882943
133,0.028413863949766464
134,0.016504372457882943
135,0.0033297194560096208
136,0.0033297194560096208
137,0.009083184859698515
138,0.01534355688874639
139,0.00016713821440061255
140,0.009083184859698515
141,0.0033297194560096208
142,0.0033297194560096208
143,0.0033297194560096208
144,0.0033297194560096208
145,0.0033297194560096208
146,0.024274554504761126
147,0.024274554504761126
148,0.00016713821440061255
149,0.024274554504761126
150,0.007191174784989193
151,0.06904123969927263
152,0.01712918573404884
153,0.00040735123613182267
154,0.007191174784989193
155,0.01712918573404887
156,0.011339669922380918
157,0.01712918573404887
158,0.006625479056892036
159,0.1138582054041326
160,0.006866860862780821
161,0.06030889058492561
162,0.03479428639328222
163,0.02596766554701986
164,0.00016713821440061255
165,0.07115267448904652
166,0.07530018261679237
167,0.06204461983132761
168,0.026194535345409747
169,0.04612878577533332
170,0.04612878577533332
171,0.04612878577533332
172,0.024274554504761126
173,0.07141521430794961
174,0.0618234736025956
175,0.0003544551821421521
176,0.006866860862780821
177,0.0014020201800182819
178,0.006866860862780821
179,0.006866860862780821
180,0.0711526744890465
181,0.08913327382909186
182,0.07141521430794961
183,0.037031236570808757
184,0.09095491300069242
185,0.0033297194560096208
186,0.019986528249118063
187,0.024274554504761126
188,0.024274554504761126
189,0.024274554504761126
190,0.024274554504761126
191,0.024274554504761126
192,0.024274554504761126
193,0.07141521430794961
194,0.023934816123234892
195,0.02803609888353975
196,0.06904123969927263
197,0.08157195227860149
198,0.027758594571686057
199,0.042465417576027176
200,0.042465417576027176
201,0.0394300481177281
202,0.04811041282497086
203,0.042465417576027176
204,0.024274554504761126
205,0.056950730814713406
206,0.000354455182142166
207,0.0008062700109958687
208,0.0021071276204602946
209,0.000354455182142166
210,0.0028480115030995456
211,0.016504372457882943
212,0.02515416149947508
213,0.0497503969496238
214,0.026955978401146163
215,0.031795605540304306
216,0.06592702057337627
217,0.031795605540304306
218,0.04099827589585278
219,0.04099827589585278
220,0.08011697713286534
221,0.08011697713286534
222,0.027268299640269528
223,0.006305472719544847
224,0.017398122297075713
225,0.017398122297075713
226,0.03852829341266273
227,0.031220306560970412
228,0.024962619592750923
229,0.024962619592750923
230,0.01133966992238089
231,0.012419829653877335
232,0.03713049465566898
233,0.03766094080416715
234,0.015744555200147496
235,0.00040735123613182267
236,0.13803735669067552
237,0.007191174784989193
238,0.0
239,0.00040735123613182267
240,0.0005658441432285499
241,0.03198865957998981
242,0.02695597840114619
243,0.015744555200147496
244,0.0
245,0.0021071276204602946
246,0.09050211697781585
247,0.00016713821440061255
248,0.015744555200147496
249,0.019606613566297504
250,0.027025323183928134
251,0.004386914132354841
252,0.006625479056892036
253,0.0023431685242396028
254,0.0023431685242396028
255,0.0629779460054869
256,0.09238286626634998
257,0.09859087336264163
258,0.011883254857783965
259,0.0073132356819627375
260,0.03131884429386217
261,0.01749421586813138
262,0.024274554504761126
263,0.016504372457882943
264,0.024274554504761126
265,0.0023431685242395472
266,0.011883254857783965
267,0.007949369261626704
268,0.06927479268817835
269,0.06927479268817835
270,0.04078834595893507
271,0.05195086415962364
272,0.04106444868567707
273,0.013892365526463682
274,0.09618082951826495
275,0.06927479268817835
276,0.06927479268817835
277,0.023934816123234892
278,0.02515125964771947
279,0.006625479056892036
280,0.020267617286314543
281,0.031220306560970412
282,0.024962619592750923
283,0.020267617286314543
284,0.02368671823006807
285,0.011883254857783965
286,0.09859087336264163
287,0.08317125491616553
288,0.06825262692761927
289,0.10563842905181474
290,0.07141521430794961
291,0.04759465676911104
292,0.05148119963302533
293,0.10563842905181474
294,0.09837119270909583
295,0.08683483275442572
296,0.13477989200573093
297,0.04500798740243278
298,0.018845813930544464
299,0.018845813930544464
300,0.025205959482038867
301,0.001881339807797311
302,0.04500798740243278
303,0.001881339807797311
304,0.050256001890100044
305,0.00016713821440061255
306,0.00016713821440061255
307,0.0033297194560096208
308,0.07471301166764055
309,0.012242901195519844
310,0.00016713821440061255
311,0.024274554504761126
312,0.024274554504761126
313,0.024274554504761126
314,0.0021071276204602946
315,0.00016713821440061255
316,0.0021071276204602946
317,0.024274554504761126
318,0.015744555200147496
319,0.07936854835988236
320,0.07366706396429049
321,0.13882813650301207
322,0.05674864598811105
323,0.07809642730168098
324,0.015744555200147496
325,0.031220306560970384
326,0.006769596338945472
327,0.024274554504761126
328,0.00016713821440061255
329,0.08794849301497609
330,0.024274554504761126
331,0.024274554504761126
332,0.004386914132354841
333,0.0033297194560096208
334,0.013892365526463682
335,0.038586723419947726
336,0.00040735123613182267
337,0.00040735123613182267
338,0.0629779460054869
339,0.0629779460054869
340,0.0629779460054869
341,0.00040735123613182267
342,0.012242901195519844
343,0.004386914132354841
344,0.00040735123613182267
345,0.054819786913110846
346,0.00040735123613182267
347,0.0033297194560096208
348,0.00016713821440061255
349,0.0033297194560096208
350,0.00016713821440061255
351,0.07391704783734299
352,0.0034304885460692547
353,0.012419417803188997
354,0.016186394384719298
355,0.01534355688874639
356,0.025622326186870437
357,0.07274076696714996
358,0.08572869474661304
359,0.01719257403223373
360,0.024274554504761126
361,0.04870835224028619
362,0.07402174932422151
363,0.007949369261626704
364,0.12346479253083519
365,0.06927479268817835
366,0.06913992718598716
367,0.10563842905181474
368,0.0497503969496238
369,0.0497503969496238
370,0.08647613229101483
371,0.11379081115557194
372,0.1195902062514228
373,0.11379081115557194
374,0.0663998276215716
375,0.09238286626634998
376,0.03276539733096584
377,0.007191174784989193
378,0.003367566259855362
379,0.008450382966797024
380,0.003367566259855362
381,0.0197949667756182
382,0.057794703938185976
383,0.05583433840563745
384,0.09746592570224866
385,0.14492053646807385
386,0.07542598767433756
387,0.0034304885460692547
388,0.02131364097574895
389,0.03173661866903721
390,0.01719257403223373
391,0.0034304885460692547
392,0.00016713821440061255
393,0.00016713821440061255
394,0.004386914132354841
395,0.00016713821440061255
396,0.0066599289057588384
397,0.00016713821440061255
398,0.00016713821440061255
399,0.036854787408102885
400,0.016504372457882943
401,0.036854787408102885
402,0.024274554504761126
403,0.09765657906788092
404,0.024274554504761126
405,0.0629779460054869
406,0.036854787408102885
407,0.02803609888353975
408,0.036854787408102885
409,0.036854787408102885
410,0.036854787408102885
411,0.024274554504761126
412,0.0021071276204602946
413,0.08953902571724338
414,0.052483518754597336
415,0.02515416149947508
416,0.03479428639328222
417,0.03479428639328222
418,0.038554397220927294
419,0.033346633178133356
420,0.037031236570808757
421,0.05649658631940335
422,0.026333559061878342
423,0.042923853474830756
424,0.0497503969496238
425,0.036854787408102885
426,0.037031236570808757
427,0.019986528249118063
428,0.012985710171083076
429,0.03479428639328219
430,0.0021071276204602807
431,0.0001671382144006195
432,0.024274554504761126
433,0.009083184859698501
434,0.016504372457882943
435,0.007191174784989207
436,0.0068054044394423585
437,0.0006032736320552498
438,0.003358688531432223
439,0.02429962030757371
440,0.030617809851097744
441,0.0068054044394423585
442,0.0607981221734013
443,0.001881339807797311
444,0.025204704878777684
445,0.007949369261626704
446,0.0126336405670755
447,0.0117253778229012
448,0.01719257403223373
449,0.047159583252863235
450,0.026716884717024103
451,0.03173661866903721
452,0.03348872050765622
453,0.07784330069752399
454,0.07910258102055567
455,0.08572869474661304
456,0.009083184859698515
457,0.015948314368374433
458,0.00040735123613178104
459,0.029043325704202982
460,0.00040735123613178104
461,0.006769596338945472
462,0.040329435065461716
463,0.05689322962575505
464,0.07696324781987388
465,0.048573391684684025
466,0.09050211697781585
467,0.00040735123613182267
468,0.00040735123613182267
469,0.0021071276204602946
470,0.00016713821440061255
471,0.00040735123613182267
472,0.00040735123613182267
473,0.0033297194560096208
474,0.00040735123613182267
475,0.00040735123613182267
476,0.0033297194560096208
477,0.00016713821440061255
478,0.004386914132354841
479,0.004386914132354841
480,0.004386914132354841
481,0.004386914132354841
482,0.015744555200147496
483,0.004386914132354841
484,0.00040735123613182267
485,0.00040735123613182267
486,0.0033297194560096208
487,0.0021071276204602946
488,0.00040735123613182267
489,0.00040735123613182267
490,0.015744555200147496
491,0.004386914132354841
492,0.06592702057337627
493,0.06592702057337627
494,0.06592702057337627
495,0.031795605540304306
496,0.02900960814073178
497,0.06592702057337627
498,0.031795605540304306
499,0.027025323183928134
500,0.018845813930544464
