Seq_id	Size	Description
1	1488	EPEC8.contig_90
2	2188	EPEC1.contig_101
5	689	EPEC33.contig_132
6	1329	EPEC51.contig_65
7	1332	EPEC37.contig_67
8	591	EPEC53.contig_54
9	496	EPEC35.contig_100
10	542	EPEC8.contig_142
11	571	EPEC53.contig_56
12	6869	EPEC2.contig_60
13	511	EPEC42.contig_35
14	1895	EPEC5.contig_35
15	491	EPEC35.contig_99
16	755	EPEC35.contig_80
17	498	EPEC7.contig_52
18	601	EPEC7.contig_48
19	3880	EPEC36.contig_37
20	574	EPEC53.contig_55
22	1647	EPEC8.contig_86
23	994	EPEC37.contig_77
24	950	EPEC1.contig_136
25	497	EPEC3.contig_103
26	2084	EPEC37.contig_58
27	1736	EPEC2.contig_91
28	507	EPEC46.contig_66
29	659	EPEC9.contig_187
30	694	EPEC37.contig_83
31	1255	EPEC37.contig_72
32	441	EPEC34.contig_216
33	28985	EPEC5.contig_23
34	30308	EPEC38.contig_24
35	18497	EPEC37.contig_40
36	855	EPEC54.contig_205
37	491	EPEC34.contig_210
38	531	EPEC54.contig_235
39	552	EPEC1.contig_169
40	2526	EPEC35.contig_59
42	2680	EPEC40.contig_97
43	590	EPEC41.contig_23
44	604	EPEC54.contig_237
45	7670	EPEC54.contig_79
46	600	EPEC13.contig_203
47	716	EPEC9.contig_180
48	1374	EPEC34.contig_148
49	4582	EPEC52.contig_39
50	781	EPEC52.contig_64
51	9313	EPEC1.contig_65
52	892	EPEC1.contig_139
53	821	EPEC1.contig_146
54	1061	EPEC1.contig_131
55	1934	EPEC1.contig_105
56	5699	EPEC18.contig_33
57	1826	EPEC18.contig_45
58	1826	EPEC53.contig_43
59	1424	EPEC53.contig_47
60	750	EPEC8.contig_118
61	572	EPEC1.contig_161
62	621	EPEC36.contig_47
63	613	EPEC58.contig_86
64	11952	EPEC34.contig_70
65	8039	EPEC1.contig_68
68	5275	EPEC1.contig_75
69	1216	EPEC54.contig_175
70	523	EPEC1.contig_172
71	797	EPEC30.contig_117
72	509	EPEC34.contig_215
73	57307	EPEC53.contig_18
74	935	EPEC34.contig_168
75	57094	EPEC8.contig_20
76	663	EPEC30.contig_125
77	504	EPEC33.contig_162
78	567	EPEC9.contig_202
79	614	EPEC15.contig_175
80	887	EPEC54.contig_204
81	678	EPEC54.contig_226
82	585	EPEC15.contig_180
83	553	EPEC40.contig_151
84	1112	EPEC15.contig_141
85	834	EPEC30.contig_115
86	834	EPEC31.contig_123
87	2288	EPEC21.contig_62
88	611	EPEC34.contig_197
89	2601	EPEC54.contig_123
90	749	EPEC15.contig_155
91	778	EPEC26.contig_89
92	723	EPEC13.contig_181
93	27551	EPEC34.contig_51
94	572	EPEC13.contig_210
95	498	EPEC1.contig_170
96	673	EPEC13.contig_190
97	1601	EPEC31.contig_96
98	1007	EPEC54.contig_186
99	619	EPEC7.contig_51
100	3402	EPEC20.contig_90
101	2554	EPEC24.contig_26
102	3854	EPEC54.contig_102
103	10422	EPEC34.contig_74
104	723	EPEC58.contig_80
105	8494	EPEC54.contig_73
106	1443	EPEC53.contig_46
107	3269	EPEC1.contig_87
108	1155	EPEC26.contig_83
109	9380	EPEC13.contig_69
110	1828	EPEC3.contig_67
111	594	EPEC8.contig_132
112	726	EPEC8.contig_120
113	624	EPEC13.contig_196
114	696	EPEC31.contig_128
115	704	EPEC30.contig_122
116	1042	EPEC36.contig_44
117	806	EPEC15.contig_152
118	5721	EPEC34.contig_89
119	960	EPEC20.contig_122
120	737	EPEC59.contig_43
121	759	EPEC33.contig_123
122	1470	EPEC33.contig_99
123	555	EPEC20.contig_141
124	1216	EPEC15.contig_140
125	2477	EPEC13.contig_106
126	757	EPEC34.contig_185
127	3833	EPEC1.contig_82
128	3740	EPEC9.contig_94
129	1850	EPEC13.contig_119
130	545	EPEC30.contig_137
131	2703	EPEC27.contig_40
132	4617	EPEC42.contig_29
133	2732	EPEC6.contig_30
134	2743	EPEC38.contig_38
135	2742	EPEC49.contig_26
136	6907	EPEC8.contig_53
137	7104	EPEC8.contig_52
138	5517	EPEC7.contig_34
139	4404	EPEC9.contig_86
140	6796	EPEC54.contig_84
141	3204	EPEC1.contig_88
142	4711	EPEC20.contig_82
143	3339	EPEC11.contig_55
144	4254	EPEC11.contig_52
145	2719	EPEC55.contig_23
146	729	EPEC33.contig_127
147	498	EPEC1.contig_168
148	2502	EPEC7.contig_41
149	535	EPEC58.contig_90
150	535	EPEC21.contig_89
151	1873	EPEC33.contig_89
152	5457	EPEC58.contig_51
153	18010	EPEC15.contig_49
154	1863	EPEC46.contig_38
155	893	EPEC21.contig_75
156	1870	EPEC37.contig_61
157	663	EPEC21.contig_82
158	1612	EPEC35.contig_68
159	1832	EPEC51.contig_60
160	2507	EPEC15.contig_104
161	529	EPEC23.contig_58
162	801	EPEC33.contig_121
163	642	EPEC8.contig_123
164	1000	EPEC13.contig_152
165	477	EPEC13.contig_217
166	629	EPEC30.contig_129
167	630	EPEC33.contig_138
168	574	EPEC58.contig_88
169	574	EPEC21.contig_86
170	1941	EPEC15.contig_115
