strain,character_state,character_state_annotation
CP007560,2,2 copies
CP013672,2,2 copies
CP011068,1,1 copies
CP006366,1,1 copies
CP000261,1,1 copies
CP014139,0,0 copies
BA000034,2,2 copies
CP007024,1,1 copies
CP008695,2,2 copies
CP010449,2,2 copies
CP010450,0,0 copies
CP013839,0,0 copies
AP014572,0,0 copies
CP000829,0,0 copies
CP011535,1,1 copies
CP003901,0,0 copies
CP007041,2,2 copies
AP014585,0,0 copies
CP000003,2,2 copies
CP013840,1,1 copies
AFRY01000001,0,0 copies
CP000260,2,2 copies
CP000056,1,1 copies
AE004092,1,1 copies
CP007562,0,0 copies
CP003068,1,1 copies
CP012045,0,0 copies
HG316453,0,0 copies
CP009612,1,1 copies
CP008776,0,0 copies
CP003121,1,1 copies
CP011415,1,1 copies
CP007240,0,0 copies
CP007241,1,1 copies
CP000017,0,0 copies
AE009949,2,2 copies
CP007561,0,0 copies
CP000259,1,1 copies
AP012335,1,1 copies
AE014074,2,2 copies
CP014138,0,0 copies
CP000262,1,1 copies
CP015238,0,0 copies
CP008926,1,1 copies
AP012491,0,0 copies
AM295007,2,2 copies
CP003116,0,0 copies
CP007537,2,2 copies
CP013838,2,2 copies
CP014027,0,0 copies
