strain,character_state,character_state_annotation
BUMA.0721.00020,5,5 copies
BUMA.0721.00016,2,2 copies
BUMA.0721.00009,0,0 copies
BUMA.0721.00029,2,2 copies
BUMA.0721.00031,2,2 copies
BUMA.0721.00014,5,5 copies
BUMA.0721.00032,2,2 copies
BUMA.0721.00012,0,0 copies
BUMA.0721.00007,4,4 copies
BUMA.0721.00001,0,0 copies
BUMA.0721.00008,0,0 copies
BUMA.0721.00002,3,3 copies
BUMA.0721.00017,5,5 copies
BUMA.0721.00022,5,5 copies
BUMA.0721.00005,2,2 copies
BUMA.0721.00021,5,5 copies
BUMA.0721.00010,3,3 copies
BUMA.0721.00018,5,5 copies
BUMA.0721.00024,5,5 copies
BUMA.0721.00019,5,5 copies
BUMA.0721.00028,0,0 copies
BUMA.0721.00006,3,3 copies
BUMA.0721.00030,1,1 copies
BUMA.0721.00004,0,0 copies
BUMA.0721.00013,5,5 copies
BUMA.0721.00025,5,5 copies
BUMA.0721.00027,2,2 copies
BUMA.0721.00003,0,0 copies
BUMA.0721.00023,2,2 copies
BUMA.0721.00015,5,5 copies
BUMA.0721.00026,1,1 copies
BUMA.0721.00011,1,1 copies
