strain,character_state,character_state_annotation
YEPE.0221.00043,4,4 copies
YEPE.0221.00040,6,6 copies
YEPE.0221.00016,3,3 copies
YEPE.0221.00033,2,2 copies
YEPE.0221.00027,1,1 copies
YEPE.0221.00038,4,4 copies
YEPE.0221.00002,2,2 copies
YEPE.0221.00039,0,0 copies
YEPE.0221.00008,2,2 copies
YEPE.0221.00005,0,0 copies
YEPE.0221.00057,4,4 copies
YEPE.0221.00031,1,1 copies
YEPE.0221.00032,0,0 copies
YEPE.0221.00056,2,2 copies
YEPE.0221.00030,3,3 copies
YEPE.0221.00003,2,2 copies
YEPE.0221.00029,1,1 copies
YEPE.0221.00020,0,0 copies
YEPE.0221.00006,4,4 copies
YEPE.0221.00026,2,2 copies
YEPE.0221.00013,1,1 copies
YEPE.0221.00012,1,1 copies
YEPE.0221.00019,1,1 copies
YEPE.0221.00036,2,2 copies
YEPE.0221.00044,3,3 copies
YEPE.0221.00049,1,1 copies
YEPE.0221.00022,4,4 copies
YEPE.0221.00045,3,3 copies
YEPE.0221.00001,2,2 copies
YEPE.0221.00047,3,3 copies
YEPE.0221.00046,3,3 copies
YEPE.0221.00050,2,2 copies
YEPE.0221.00055,2,2 copies
YEPE.0221.00053,2,2 copies
YEPE.0221.00041,2,2 copies
YEPE.0221.00034,1,1 copies
YEPE.0221.00015,3,3 copies
YEPE.0221.00042,3,3 copies
YEPE.0221.00037,2,2 copies
YEPE.0221.00054,3,3 copies
YEPE.0221.00017,0,0 copies
YEPE.0221.00018,2,2 copies
YEPE.0221.00021,3,3 copies
YEPE.0221.00025,2,2 copies
YEPE.0221.00052,2,2 copies
YEPE.0221.00051,2,2 copies
YEPE.0221.00004,2,2 copies
YEPE.0221.00058,3,3 copies
YEPE.0221.00048,6,6 copies
YEPE.0221.00009,1,1 copies
YEPE.0221.00028,0,0 copies
YEPE.0221.00007,2,2 copies
YEPE.0221.00011,2,2 copies
YEPE.0221.00010,3,3 copies
YEPE.0221.00014,3,3 copies
YEPE.0221.00023,1,1 copies
YEPE.0221.00035,2,2 copies
YEPE.0221.00024,3,3 copies
