block,species,chr,chr_beg,chr_end,orientation
106,STPN.0321.00034,1,2012786,2029285,+
106,STPN.0321.00033,1,389341,405840,+
106,STPN.0321.00027,1,2071940,2088439,+
106,STPN.0321.00028,1,2143357,2159847,+
106,STPN.0321.00045,1,2077333,2093832,+
106,STPN.0321.00048,1,4373,20872,+
106,STPN.0321.00046,1,88694,105193,+
106,STPN.0321.00047,1,2066308,2082807,+
106,STPN.0321.00087,1,2116404,2132895,+
106,STPN.0321.00085,1,2012569,2029068,+
106,STPN.0321.00086,1,2069018,2085517,+
106,STPN.0321.00013,1,2022089,2038588,+
106,STPN.0321.00043,1,1504067,1520565,-
106,STPN.0321.00089,1,2012956,2029455,+
106,STPN.0321.00019,1,2106931,2123457,+
106,STPN.0321.00038,1,2123993,2140492,+
106,STPN.0321.00088,1,1083858,1100357,+
106,STPN.0321.00059,1,25544,42043,+
106,STPN.0321.00037,1,1598638,1615137,+
106,STPN.0321.00049,1,2014133,2030632,+
106,STPN.0321.00084,1,2040511,2057010,+
106,STPN.0321.00030,1,2085140,2101639,+
106,STPN.0321.00055,1,4220,20719,+
106,STPN.0321.00067,1,2076808,2093307,+
106,STPN.0321.00044,1,2013638,2030136,+
106,STPN.0321.00054,1,1950844,1967343,+
106,STPN.0321.00056,1,4323,20822,+
106,STPN.0321.00060,1,2011851,2028350,+
106,STPN.0321.00051,1,10852,27350,-
106,STPN.0321.00065,1,2081991,2098513,+
106,STPN.0321.00031,1,506104,522603,+
106,STPN.0321.00061,1,2034910,2051409,+
106,STPN.0321.00064,1,1981783,1998281,+
106,STPN.0321.00042,1,1591362,1607852,+
106,STPN.0321.00032,1,2013523,2030022,+
106,STPN.0321.00095,1,2119200,2135700,+
106,STPN.0321.00026,1,2176045,2192544,+
106,STPN.0321.00057,1,2082866,2099365,+
106,STPN.0321.00052,1,1510365,1526863,-
106,STPN.0321.00074,1,2021632,2038131,+
106,STPN.0321.00036,1,1265257,1281747,+
106,STPN.0321.00072,1,2014131,2030630,+
106,STPN.0321.00001,1,10726,27224,-
106,STPN.0321.00073,1,2215758,2232257,+
106,STPN.0321.00058,1,5009,21508,+
106,STPN.0321.00097,1,1724414,1740904,-
106,STPN.0321.00077,1,2160393,2176892,+
106,STPN.0321.00083,1,2105066,2121565,+
106,STPN.0321.00071,1,2139053,2155552,+
106,STPN.0321.00068,1,25972,42471,+
106,STPN.0321.00021,1,2144265,2160764,+
106,STPN.0321.00053,1,2097672,2114171,+
106,STPN.0321.00022,1,2080067,2096567,+
106,STPN.0321.00050,1,6217,22715,-
106,STPN.0321.00062,1,2077440,2093939,+
106,STPN.0321.00008,1,2047856,2064355,+
106,STPN.0321.00069,1,2054860,2071359,+
106,STPN.0321.00017,1,2069255,2085755,+
106,STPN.0321.00092,1,849624,866115,-
106,STPN.0321.00094,1,2126497,2142996,+
106,STPN.0321.00012,1,2195490,2211989,+
106,STPN.0321.00091,1,2105676,2122175,+
106,STPN.0321.00093,1,2127053,2143552,+
106,STPN.0321.00079,1,2087594,2104093,+
106,STPN.0321.00003,1,2092749,2109248,+
106,STPN.0321.00076,1,2221828,2238325,+
106,STPN.0321.00078,1,2095946,2112445,+
106,STPN.0321.00075,1,2088388,2104887,+
106,STPN.0321.00040,1,2197016,2213516,+
106,STPN.0321.00066,1,2027454,2043953,+
106,STPN.0321.00081,1,2184910,2201409,+
106,STPN.0321.00080,1,2054665,2071164,+
106,STPN.0321.00016,1,2049157,2065656,+
106,STPN.0321.00082,1,221964,238463,+
106,STPN.0321.00018,1,525500,541990,+
106,STPN.0321.00090,1,2001941,2018440,+
106,STPN.0321.00005,1,2063479,2079978,+
106,STPN.0321.00035,1,2022088,2038587,+
106,STPN.0321.00015,1,2015498,2031997,+
106,STPN.0321.00014,1,2131886,2148386,+
106,STPN.0321.00029,1,1494989,1511487,-
106,STPN.0321.00024,1,2133220,2149719,+
106,STPN.0321.00023,1,2034007,2050506,+
106,STPN.0321.00025,1,2098151,2114650,+
106,STPN.0321.00010,1,2156122,2172621,+
106,STPN.0321.00020,1,507984,524482,-
106,STPN.0321.00070,1,2136555,2153054,+
106,STPN.0321.00006,1,505159,521657,-
106,STPN.0321.00041,1,2019649,2036148,+
106,STPN.0321.00004,1,2262107,2278606,+
106,STPN.0321.00063,1,2144971,2161469,+
106,STPN.0321.00007,1,2113366,2129865,+
106,STPN.0321.00039,1,2031872,2048362,+
106,STPN.0321.00011,1,2110184,2126683,+
106,STPN.0321.00002,1,2182658,2199157,+
106,STPN.0321.00009,1,1931359,1947858,+
105,STPN.0321.00034,1,1991692,2007780,+
105,STPN.0321.00033,1,368013,384328,+
105,STPN.0321.00027,1,2052088,2068390,+
105,STPN.0321.00028,1,2122265,2138351,+
105,STPN.0321.00045,1,2056005,2072321,+
105,STPN.0321.00048,1,2081518,2097834,+
105,STPN.0321.00046,1,67365,83681,+
105,STPN.0321.00047,1,2045031,2061280,+
105,STPN.0321.00087,1,2095071,2111392,+
105,STPN.0321.00085,1,1991475,2007563,+
105,STPN.0321.00086,1,2047790,2064096,+
105,STPN.0321.00013,1,2000794,2017109,+
105,STPN.0321.00043,1,1525564,1541880,-
105,STPN.0321.00089,1,1991862,2007950,+
105,STPN.0321.00019,1,2086022,2101917,+
105,STPN.0321.00038,1,2102877,2118967,+
105,STPN.0321.00088,1,1062535,1078852,+
105,STPN.0321.00059,1,5726,21994,+
105,STPN.0321.00037,1,1578786,1595088,+
105,STPN.0321.00049,1,1992838,2009153,+
105,STPN.0321.00084,1,2019203,2035518,+
105,STPN.0321.00030,1,2063815,2080128,+
105,STPN.0321.00055,1,2055785,2072100,+
105,STPN.0321.00067,1,2056150,2072466,+
105,STPN.0321.00044,1,1992294,2008612,+
105,STPN.0321.00054,1,1929601,1945917,+
105,STPN.0321.00056,1,2130587,2146916,+
105,STPN.0321.00060,1,1990556,2006872,+
105,STPN.0321.00051,1,32378,48694,-
105,STPN.0321.00065,1,2060717,2076979,+
105,STPN.0321.00031,1,486252,502554,+
105,STPN.0321.00061,1,2011875,2028190,+
105,STPN.0321.00064,1,1960438,1976757,+
105,STPN.0321.00042,1,1570032,1586348,+
105,STPN.0321.00032,1,1992429,2008517,+
105,STPN.0321.00095,1,2097963,2114278,+
105,STPN.0321.00026,1,2156259,2172495,+
105,STPN.0321.00057,1,2061425,2077708,+
105,STPN.0321.00052,1,1531891,1548207,-
105,STPN.0321.00074,1,2000337,2016652,+
105,STPN.0321.00036,1,1243929,1260245,+
105,STPN.0321.00072,1,1992836,2009151,+
105,STPN.0321.00001,1,32252,48568,-
105,STPN.0321.00073,1,2195906,2212208,+
105,STPN.0321.00058,1,2061616,2077706,+
105,STPN.0321.00097,1,1745910,1762226,-
105,STPN.0321.00077,1,2139299,2155385,+
105,STPN.0321.00083,1,2083753,2100036,+
105,STPN.0321.00071,1,2117781,2134061,+
105,STPN.0321.00068,1,4587,20903,+
105,STPN.0321.00021,1,2122993,2139273,+
105,STPN.0321.00053,1,2076329,2092644,+
105,STPN.0321.00022,1,2058725,2075040,+
105,STPN.0321.00050,1,27743,44059,-
105,STPN.0321.00062,1,2056163,2072412,+
105,STPN.0321.00008,1,2026528,2042843,+
105,STPN.0321.00069,1,2035009,2051310,+
105,STPN.0321.00017,1,2047948,2064257,+
105,STPN.0321.00092,1,871121,887437,-
105,STPN.0321.00094,1,2105172,2121485,+
105,STPN.0321.00012,1,2175902,2191940,+
105,STPN.0321.00091,1,2084355,2100670,+
105,STPN.0321.00093,1,2105725,2122040,+
105,STPN.0321.00079,1,2066286,2082601,+
105,STPN.0321.00003,1,2071406,2087721,+
105,STPN.0321.00076,1,2201976,2218278,+
105,STPN.0321.00078,1,2074853,2090940,+
105,STPN.0321.00075,1,2067060,2083375,+
105,STPN.0321.00040,1,2175673,2191990,+
105,STPN.0321.00066,1,2007602,2023904,+
105,STPN.0321.00081,1,2163592,2179898,+
105,STPN.0321.00080,1,2033359,2049673,+
105,STPN.0321.00016,1,2028057,2044144,+
105,STPN.0321.00082,1,200636,216951,+
105,STPN.0321.00018,1,504171,520488,+
105,STPN.0321.00090,1,1980847,1996935,+
105,STPN.0321.00005,1,2042136,2058451,+
105,STPN.0321.00035,1,2000793,2017108,+
105,STPN.0321.00015,1,1994203,2010518,+
105,STPN.0321.00014,1,2110649,2126964,+
105,STPN.0321.00029,1,1516480,1532796,-
105,STPN.0321.00024,1,2111913,2128228,+
105,STPN.0321.00023,1,2012684,2029001,+
105,STPN.0321.00025,1,2076822,2093138,+
105,STPN.0321.00010,1,2134850,2151130,+
105,STPN.0321.00020,1,529495,545812,-
105,STPN.0321.00070,1,2115283,2131563,+
105,STPN.0321.00006,1,526650,542966,-
105,STPN.0321.00041,1,1998321,2014636,+
105,STPN.0321.00004,1,2238844,2255037,+
105,STPN.0321.00063,1,2124493,2140793,+
105,STPN.0321.00007,1,2092023,2108338,+
105,STPN.0321.00039,1,2010542,2026858,+
105,STPN.0321.00011,1,2088876,2105191,+
105,STPN.0321.00002,1,2162807,2179108,+
105,STPN.0321.00009,1,1909517,1925604,+
104,STPN.0321.00034,1,1965837,1971509,+
104,STPN.0321.00033,1,338142,343814,+
