id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,158h–159t,5904,0.006715573000000001,1,3,0.0144856246,5,False
2,159h–160t,2298,0.006715573000000001,1,3,0.0144505306,5,False
3,59t–67t,189253,0.003342311,2,4,0.018253154900000002,6,False
4,62h–72t,100211,0.003342311,2,4,0.018187225500000005,6,False
5,17h–20t,47626,0.000864181,1,3,0.000864181,3,False
6,161h–162t,10725,0.0007534794000000001,2,5,0.0016653734,5,False
7,113t–152t,38345,0.0002829182,1,2,0.026191012000000007,8,False
8,110h–151h,1564,0.0002576117,1,2,0.0025232336999999995,6,False
9,101t–99t,4559,0.0001619257,2,4,0.00045425989999999997,4,False
10,97h–98t,3753,0.0001593672,1,2,0.0019487906999999997,6,False
11,124h–131h,4194,0.0001587473,1,2,0.0006716394,4,False
12,116t–122t,22092,0.0001503156,1,2,0.0026405825,6,False
13,130h–131t,2165,0,0,0,0.014163718999999998,5,False
14,96h–97t,2202,0,0,0,0.009739199700000001,4,False
15,132h–133t,1588,0,0,0,0.0032034359,2,False
16,105h–106t,1577,0,0,0,0.0031537498000000002,2,False
17,149h–157t,1637,0,0,0,0.0031390228000000003,2,False
18,193h–194t,5621,0,0,0,0.0030788845000000002,2,False
19,125h–126t,1632,0,0,0,0.002174574,5,False
20,188h–204h,66821,0,0,0,0.0017425398,5,False
21,147h–149t,33672,0,0,0,0.0015057713999999999,5,False
22,122h–123t,2190,0,0,0,0.0010365497,4,False
23,87h–88t,7242,0,0,0,0.0010201507,4,False
24,106h–110t,68894,0,0,0,0.000948927,4,False
25,57h–58h,19878,0,0,0,0.0008322367,4,False
26,153h–154t,1579,0,0,0,0.0007300174,3,False
27,80h–82t,84367,0,0,0,0.0007118374,4,False
28,86h–87t,7020,0,0,0,0.0006354369999999999,3,False
29,160h–161t,6816,0,0,0,0.0006088602,3,False
30,135h–136t,1476,0,0,0,0.0006057304,3,False
31,117h–118t,3911,0,0,0,0.0005950485999999999,4,False
32,196h–197t,1677,0,0,0,0.0005909274,3,False
33,3t–83h,38049,0,0,0,0.0005655449999999999,4,False
34,137h–150t,1583,0,0,0,0.0005197848000000001,4,False
35,146t–155t,1680,0,0,0,0.0004208552,3,False
36,54t–74t,9003,0,0,0,0.00038548940000000006,3,False
37,145h–154h,1196,0,0,0,0.00035130640000000004,3,False
38,38h–39t,2741,0,0,0,0.0003250855,2,False
39,177h–178t,7143,0,0,0,0.0003145057,2,False
40,208h–209t,1388,0,0,0,0.0003130586,2,False
41,72h–73t,3428,0,0,0,0.00030870119999999994,3,False
42,180t–218h,3572,0,0,0,0.0002712452,3,False
43,184h–186t,26588,0,0,0,0.0002483289,2,False
44,190t–208t,2700,0,0,0,0.0002255664,2,False
45,12h–14t,13885,0,0,0,0.000161295,2,False
46,55h–73h,3955,0,0,0,0.000157705,2,False
47,197h–198t,2357,0,0,0,0.0001562415,2,False
48,200h–201t,1665,0,0,0,0.000133221,2,False
49,54h–55t,5561,0,0,0,0.0001078822,2,False
50,181h–182t,1233,0,0,0,0.0001078822,2,False
51,75h–77t,8383,0,0,0,0.00010375050000000001,2,False
52,179h–180h,6699,0,0,0,5.86597e-05,2,False
53,32h–33t,1054,0,0,0,4.88749e-05,2,False
54,168h–169t,1638,0,0,0,1.10716e-05,2,False
55,92h–93t,3793,0,0,0,0,1,True
56,8h–9t,1,0,0,0,0,0,True
57,7h–8t,93,0,0,0,0,0,True
58,60h–61t,13617,0,0,0,0,1,True
59,4h–5t,1574,0,0,0,0,1,True
60,47h–49t,16876,0,0,0,0,1,True
61,46h–47t,1,0,0,0,0,0,True
62,43h–44t,7260,0,0,0,0,0,True
63,3h–4t,8723,0,0,0,0,0,True
64,39h–40t,2007,0,0,0,0,1,True
65,36h–37t,5401,0,0,0,0,1,True
66,34h–35t,2047,0,0,0,0,1,True
67,26h–27t,1242,0,0,0,0,0,True
68,25h–26t,1558,0,0,0,0,0,True
69,24h–25t,9426,0,0,0,0,1,True
70,215h–216t,5677,0,0,0,0,1,True
71,201h–202t,7825,0,0,0,0,1,True
72,199h–200t,31026,0,0,0,0,1,True
73,187h–188t,1188,0,0,0,0,1,True
74,183h–184t,3577,0,0,0,0,1,True
75,182h–183t,667,0,0,0,0,1,True
76,181t–219t,2638,0,0,0,0,1,True
77,178h–179t,2949,0,0,0,0,1,True
78,175h–176t,13124,0,0,0,0,1,True
79,171h–175t,53156,0,0,0,0,1,True
80,169h–171t,10548,0,0,0,0,1,True
81,166h–167t,3256,0,0,0,0,0,True
82,164h–165t,4516,0,0,0,0,1,True
83,152h–153t,2873,0,0,0,0,1,True
84,14h–15t,4024,0,0,0,0,0,True
85,10h–11t,881,0,0,0,0,0,True
86,100t–99h,3124,0,0,0,0,1,True
