id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,426h–429t,30520,1.9884262568999997,4,39,6.2056858002000075,41,False
2,107t–99h,80215,1.6237689032000007,2,22,2.517284819200001,25,False
3,479h–480t,7248,0.21509192009999997,1,8,0.3844868563999999,11,False
4,65h–68t,27165,0.14422361270000006,1,8,0.3487131141999999,11,False
5,135h–137t,42940,0.0334199896,1,3,0.29510728940000003,8,False
6,83h–84t,54786,0.0334199896,1,3,0.1285603596,5,False
7,69h–70t,16301,0.0193456669,2,4,0.0578765775,4,False
8,20h–24h,37460,0.013996380899999997,2,4,0.4210629859,10,False
9,192h–193t,7467,0.013888350899999997,1,2,0.0565904204,4,False
10,407h–408t,8735,0.0131878586,1,2,0.0131878586,2,False
11,176h–180t,52200,0.012184026,1,3,2.962485710400001,25,False
12,194h–195t,2173,0.012184026,1,3,0.9910753379999995,21,False
13,171h–172t,3497,0.012184026,1,3,0.9910753379999995,21,False
14,108h–115t,92486,0.0061578083,1,2,0.20453703140000004,7,False
15,240h–241t,42043,0.0052011989000000005,1,2,0.1404448384,5,False
16,161h–162t,7251,0.0052011989000000005,1,2,0.0052011989000000005,2,False
17,470h–473t,44949,0.00010803,1,2,0.1072616418,6,False
18,325h–326t,23223,0,0,0,0.18659187099999996,6,False
19,250h–253t,77383,0,0,0,0.09968856599999998,5,False
20,355h–360t,76681,0,0,0,0.08368455379999999,4,False
21,292h–293t,36787,0,0,0,0.06505035479999999,4,False
22,25h–458t,7160,0,0,0,0.0631082424,4,False
23,224h–225t,9079,0,0,0,0.059632881900000004,4,False
24,132h–135t,13423,0,0,0,0.0560904522,4,False
25,365h–366t,8602,0,0,0,0.0544888622,4,False
26,260h–263t,41788,0,0,0,0.047786913199999996,3,False
27,126h–128t,17132,0,0,0,0.0354116426,3,False
28,118h–120t,23434,0,0,0,0.030972683999999997,3,False
29,328h–329t,2604,0,0,0,0.0175356992,2,False
30,1t–498h,2586,0,0,0,0.017420063399999998,2,False
