Seq_id	Size	Description
2	3056234	LIMO.0521.00084
3	2968994	LIMO.0521.00085
4	3000097	LIMO.0521.00086
5	2919600	LIMO.0521.00083
6	2978357	LIMO.0521.00094
7	2932509	LIMO.0521.00093
8	2900463	LIMO.0521.00088
9	3041487	LIMO.0521.00091
10	3031237	LIMO.0521.00095
11	2965800	LIMO.0521.00076
12	2935764	LIMO.0521.00078
13	2908689	LIMO.0521.00077
14	2954075	LIMO.0521.00071
15	2941368	LIMO.0521.00072
16	2836831	LIMO.0521.00075
17	3013664	LIMO.0521.00117
18	2906589	LIMO.0521.00116
19	3019461	LIMO.0521.00102
20	3039248	LIMO.0521.00096
21	2935335	LIMO.0521.00100
22	2777354	LIMO.0521.00098
23	2973626	LIMO.0521.00111
24	3030812	LIMO.0521.00109
25	2896666	LIMO.0521.00108
26	2992056	LIMO.0521.00081
27	2897260	LIMO.0521.00107
28	2964489	LIMO.0521.00106
29	2951169	LIMO.0521.00127
30	3070031	LIMO.0521.00031
31	2996793	LIMO.0521.00025
32	2922011	LIMO.0521.00027
33	3018348	LIMO.0521.00006
34	2988947	LIMO.0521.00003
35	2905323	LIMO.0521.00002
36	2871995	LIMO.0521.00101
37	2906670	LIMO.0521.00015
38	3005348	LIMO.0521.00016
39	2989866	LIMO.0521.00009
40	2949231	LIMO.0521.00113
41	3030816	LIMO.0521.00010
42	3012713	LIMO.0521.00080
43	2842039	LIMO.0521.00049
44	2994365	LIMO.0521.00061
45	3031937	LIMO.0521.00063
46	2950984	LIMO.0521.00062
47	2935033	LIMO.0521.00056
48	3027946	LIMO.0521.00057
49	2939684	LIMO.0521.00104
50	3101214	LIMO.0521.00059
51	2981886	LIMO.0521.00004
52	3030817	LIMO.0521.00039
53	2918502	LIMO.0521.00038
54	2942510	LIMO.0521.00032
55	2851956	LIMO.0521.00074
56	2940913	LIMO.0521.00033
57	2965658	LIMO.0521.00035
58	2839862	LIMO.0521.00040
59	2986724	LIMO.0521.00126
60	2911639	LIMO.0521.00042
61	2953703	LIMO.0521.00216
62	2954575	LIMO.0521.00188
63	2935970	LIMO.0521.00139
64	2947426	LIMO.0521.00166
65	2905858	LIMO.0521.00048
66	2998204	LIMO.0521.00189
67	2913085	LIMO.0521.00131
68	2912690	LIMO.0521.00155
69	2931404	LIMO.0521.00034
70	2882234	LIMO.0521.00159
71	2975853	LIMO.0521.00175
72	3021722	LIMO.0521.00168
73	2976163	LIMO.0521.00169
74	2907193	LIMO.0521.00195
75	3006752	LIMO.0521.00087
76	2979105	LIMO.0521.00179
77	3005352	LIMO.0521.00011
78	2894716	LIMO.0521.00067
79	3005328	LIMO.0521.00217
80	2966554	LIMO.0521.00045
81	2865245	LIMO.0521.00119
82	3042973	LIMO.0521.00243
83	2963707	LIMO.0521.00129
84	2979198	LIMO.0521.00154
85	2894716	LIMO.0521.00068
86	2951805	LIMO.0521.00162
87	2994740	LIMO.0521.00230
88	2939733	LIMO.0521.00028
89	3061655	LIMO.0521.00089
90	3016993	LIMO.0521.00115
91	3003994	LIMO.0521.00013
92	2936760	LIMO.0521.00099
93	2975864	LIMO.0521.00173
94	3038647	LIMO.0521.00218
95	2941360	LIMO.0521.00157
96	2953451	LIMO.0521.00246
97	2896586	LIMO.0521.00036
98	2942441	LIMO.0521.00194
99	3072093	LIMO.0521.00020
100	3017944	LIMO.0521.00140
101	2966818	LIMO.0521.00029
102	3032622	LIMO.0521.00186
103	2995482	LIMO.0521.00065
104	2947477	LIMO.0521.00024
105	2912346	LIMO.0521.00161
106	2927698	LIMO.0521.00053
107	2894713	LIMO.0521.00070
108	3034018	LIMO.0521.00241
109	2953624	LIMO.0521.00112
110	2932501	LIMO.0521.00030
111	3039878	LIMO.0521.00220
112	2904699	LIMO.0521.00240
113	2953872	LIMO.0521.00222
114	2850853	LIMO.0521.00114
115	2976224	LIMO.0521.00207
116	2974430	LIMO.0521.00026
117	2973902	LIMO.0521.00122
118	2989569	LIMO.0521.00014
119	2863206	LIMO.0521.00069
120	2925733	LIMO.0521.00121
121	3032622	LIMO.0521.00253
122	2994349	LIMO.0521.00181
123	2907142	LIMO.0521.00164
124	2892474	LIMO.0521.00043
125	3064097	LIMO.0521.00097
126	3011126	LIMO.0521.00135
127	2899315	LIMO.0521.00073
128	3034043	LIMO.0521.00211
129	2865304	LIMO.0521.00123
130	2974300	LIMO.0521.00200
131	2901562	LIMO.0521.00170
132	2942932	LIMO.0521.00110
133	2864291	LIMO.0521.00001
134	2974403	LIMO.0521.00174
135	3026819	LIMO.0521.00239
