strain,character_state,character_state_annotation
BUMA.0521.00027,9,9 copies
BUMA.0521.00001,3,3 copies
BUMA.0521.00013,3,3 copies
BUMA.0521.00030,5,5 copies
BUMA.0521.00009,9,9 copies
BUMA.0521.00002,2,2 copies
BUMA.0521.00024,8,8 copies
BUMA.0521.00006,5,5 copies
BUMA.0521.00032,3,3 copies
BUMA.0521.00008,1,1 copies
BUMA.0521.00018,6,6 copies
BUMA.0521.00019,10,10 copies
BUMA.0521.00010,0,0 copies
BUMA.0521.00021,9,9 copies
BUMA.0521.00025,6,6 copies
BUMA.0521.00023,9,9 copies
BUMA.0521.00026,7,7 copies
BUMA.0521.00004,5,5 copies
BUMA.0521.00012,2,2 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00028,5,5 copies
BUMA.0521.00031,6,6 copies
BUMA.0521.00015,9,9 copies
BUMA.0521.00016,8,8 copies
BUMA.0521.00029,6,6 copies
BUMA.0521.00020,9,9 copies
BUMA.0521.00022,9,9 copies
BUMA.0521.00014,8,8 copies
BUMA.0521.00011,3,3 copies
BUMA.0521.00017,4,4 copies
BUMA.0521.00005,2,2 copies
BUMA.0521.00003,3,3 copies
