strain,character_state,character_state_annotation
BUMA.0521.00031,1,1 copies
BUMA.0521.00028,1,1 copies
BUMA.0521.00025,1,1 copies
BUMA.0521.00001,1,1 copies
BUMA.0521.00016,0,0 copies
BUMA.0521.00019,0,0 copies
BUMA.0521.00024,0,0 copies
BUMA.0521.00022,0,0 copies
BUMA.0521.00029,1,1 copies
BUMA.0521.00015,0,0 copies
BUMA.0521.00017,1,1 copies
BUMA.0521.00027,0,0 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00014,0,0 copies
BUMA.0521.00011,1,1 copies
BUMA.0521.00026,0,0 copies
BUMA.0521.00013,1,1 copies
BUMA.0521.00023,0,0 copies
BUMA.0521.00018,1,1 copies
BUMA.0521.00002,1,1 copies
BUMA.0521.00003,1,1 copies
BUMA.0521.00030,1,1 copies
BUMA.0521.00004,1,1 copies
BUMA.0521.00009,0,0 copies
BUMA.0521.00005,1,1 copies
BUMA.0521.00021,0,0 copies
BUMA.0521.00006,1,1 copies
BUMA.0521.00012,1,1 copies
BUMA.0521.00020,0,0 copies
BUMA.0521.00032,1,1 copies
BUMA.0521.00008,1,1 copies
BUMA.0521.00010,0,0 copies
