strain,character_state,character_state_annotation
CP013672,2,2 copies
CP000260,0,0 copies
CP006366,1,1 copies
CP012045,1,1 copies
CP014139,0,0 copies
CP003068,2,2 copies
CP015238,2,2 copies
CP000262,6,6 copies
CP003121,2,2 copies
CP009612,2,2 copies
CP008776,1,1 copies
CP011415,2,2 copies
CP013839,0,0 copies
CP007241,2,2 copies
CP000829,0,0 copies
CP000017,1,1 copies
CP003116,2,2 copies
CP007537,1,1 copies
CP000259,2,2 copies
AE014074,0,0 copies
CP007560,4,4 copies
AP012335,2,2 copies
AE004092,1,1 copies
CP011068,0,0 copies
CP007562,0,0 copies
HG316453,0,0 copies
AM295007,0,0 copies
CP008695,1,1 copies
CP010449,1,1 copies
CP007240,0,0 copies
CP011535,0,0 copies
AP012491,1,1 copies
CP007561,0,0 copies
CP013838,0,0 copies
CP013840,0,0 copies
CP014027,1,1 copies
AFRY01000001,2,2 copies
CP000056,0,0 copies
CP014138,6,6 copies
CP003901,1,1 copies
CP007024,2,2 copies
CP000261,2,2 copies
BA000034,0,0 copies
CP008926,1,1 copies
AP014585,1,1 copies
CP010450,1,1 copies
CP007041,0,0 copies
AP014572,1,1 copies
AE009949,1,1 copies
CP000003,3,3 copies
