strain,character_state,character_state_annotation
CP020889,3,inversion between 43h-44t and 82h-83t
AE008923,0,edge exists
CP008992,0,edge exists
CP009025,0,edge exists
CP008989,0,edge exists
CP018847,0,edge exists
CP009016,0,edge exists
CP009013,0,edge exists
LN606820,0,edge exists
CP011827,0,edge exists
CP006857,0,edge exists
CP009022,0,edge exists
CP009040,1,parallel edge doesn't exist
CP018854,0,edge exists
CP018858,0,edge exists
CP008998,0,edge exists
CP003778,1,parallel edge doesn't exist
CM007619,0,edge exists
CP008995,0,edge exists
CP009037,1,parallel edge doesn't exist
CP009004,0,edge exists
CP009034,1,parallel edge doesn't exist
CP009007,0,edge exists
CM007622,0,edge exists
CP009001,0,edge exists
CP020882,3,inversion between 43h-44t and 82h-83t
CP009019,0,edge exists
LN590509,0,edge exists
CP018850,0,edge exists
CP009031,1,parallel edge doesn't exist
CP009028,0,edge exists
CP023285,0,edge exists
CP020885,0,edge exists
CP009010,0,edge exists
