strain,character_state,character_state_annotation
YEPE.0221.00056,0,edge exists
YEPE.0221.00009,0,edge exists
YEPE.0221.00031,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00050,2,some block is not presented
YEPE.0221.00017,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00018,0,edge exists
YEPE.0221.00028,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00011,4,inversion between 41h-56h and 109h-110t
YEPE.0221.00049,1,parallel edge doesn't exist
YEPE.0221.00034,5,inversion between 41h-56h and 42t-21h
YEPE.0221.00013,0,edge exists
YEPE.0221.00055,6,inversion between 41h-56h and 109h-21h
YEPE.0221.00051,0,edge exists
YEPE.0221.00042,0,edge exists
YEPE.0221.00037,0,edge exists
YEPE.0221.00040,1,parallel edge doesn't exist
YEPE.0221.00006,0,edge exists
YEPE.0221.00030,0,edge exists
YEPE.0221.00038,0,edge exists
YEPE.0221.00012,0,edge exists
YEPE.0221.00014,1,parallel edge doesn't exist
YEPE.0221.00035,0,edge exists
YEPE.0221.00044,0,edge exists
YEPE.0221.00036,0,edge exists
YEPE.0221.00010,0,edge exists
YEPE.0221.00052,4,inversion between 41h-56h and 109h-110t
YEPE.0221.00026,0,edge exists
YEPE.0221.00041,7,inversion between 41h-56h and 109h-58t
YEPE.0221.00032,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00003,0,edge exists
YEPE.0221.00053,0,edge exists
YEPE.0221.00022,0,edge exists
YEPE.0221.00008,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00048,1,parallel edge doesn't exist
YEPE.0221.00033,0,edge exists
YEPE.0221.00002,0,edge exists
YEPE.0221.00025,0,edge exists
YEPE.0221.00020,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00023,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00047,0,edge exists
YEPE.0221.00015,0,edge exists
YEPE.0221.00029,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00043,0,edge exists
YEPE.0221.00057,8,inversion between 41h-56h and 130t-110t
YEPE.0221.00001,7,inversion between 41h-56h and 109h-58t
YEPE.0221.00004,0,edge exists
YEPE.0221.00019,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00027,3,inversion between 41h-56h and 42t-58t
YEPE.0221.00058,0,edge exists
YEPE.0221.00054,0,edge exists
YEPE.0221.00016,9,inversion between 41h-56h and 54h-58t
YEPE.0221.00005,1,parallel edge doesn't exist
YEPE.0221.00007,0,edge exists
YEPE.0221.00039,9,inversion between 41h-56h and 54h-58t
YEPE.0221.00045,0,edge exists
YEPE.0221.00046,0,edge exists
YEPE.0221.00024,0,edge exists
YEPE.0221.00021,5,inversion between 41h-56h and 42t-21h
