strain,character_state,character_state_annotation
BUMA.0521.00027,1,complex break of adjacency
BUMA.0521.00012,0,adjacency exists
BUMA.0521.00007,0,adjacency exists
BUMA.0521.00024,1,complex break of adjacency
BUMA.0521.00029,0,adjacency exists
BUMA.0521.00019,1,complex break of adjacency
BUMA.0521.00015,1,complex break of adjacency
BUMA.0521.00013,3,inversion between 570h-583t and 600t-598h
BUMA.0521.00021,1,complex break of adjacency
BUMA.0521.00003,0,adjacency exists
BUMA.0521.00026,4,inversion between 570h-583t and 644h-598h
BUMA.0521.00031,0,adjacency exists
BUMA.0521.00022,1,complex break of adjacency
BUMA.0521.00020,1,complex break of adjacency
BUMA.0521.00006,0,adjacency exists
BUMA.0521.00009,1,complex break of adjacency
BUMA.0521.00032,5,inversion between 570h-583t and 548t-547h
BUMA.0521.00002,0,adjacency exists
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00017,5,inversion between 570h-583t and 548t-547h
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00023,1,complex break of adjacency
BUMA.0521.00030,0,adjacency exists
BUMA.0521.00014,1,complex break of adjacency
BUMA.0521.00010,0,adjacency exists
BUMA.0521.00004,0,adjacency exists
BUMA.0521.00025,0,adjacency exists
BUMA.0521.00028,0,adjacency exists
BUMA.0521.00001,0,adjacency exists
BUMA.0521.00016,1,complex break of adjacency
BUMA.0521.00008,0,adjacency exists
BUMA.0521.00018,0,adjacency exists
