strain,character_state,character_state_annotation
BUMA.0521.00012,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00023,0,adjacency exists
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00017,3,inversion between 589h-590t and 645t-677h
BUMA.0521.00010,2,some block is not presented
BUMA.0521.00029,4,inversion between 589h-590t and 523h-524t
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00018,4,inversion between 589h-590t and 523h-524t
BUMA.0521.00006,0,adjacency exists
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00005,1,complex break of adjacency
BUMA.0521.00003,1,complex break of adjacency
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00028,0,adjacency exists
BUMA.0521.00025,4,inversion between 589h-590t and 523h-524t
BUMA.0521.00008,0,adjacency exists
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00004,1,complex break of adjacency
BUMA.0521.00032,3,inversion between 589h-590t and 645t-677h
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00031,4,inversion between 589h-590t and 523h-524t
BUMA.0521.00007,5,inversion between 589h-590t and 594h-627t
BUMA.0521.00002,1,complex break of adjacency
BUMA.0521.00001,4,inversion between 589h-590t and 523h-524t
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00030,0,adjacency exists
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00009,0,adjacency exists
