strain,character_state,character_state_annotation
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00012,2,some block is not presented
BUMA.0521.00007,3,inversion between 153h-154t and 178t-177h
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00029,4,inversion between 153h-154t and 253t-428h
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00013,2,some block is not presented
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00003,1,complex break of adjacency
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00031,4,inversion between 153h-154t and 253t-428h
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00006,0,adjacency exists
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00032,0,adjacency exists
BUMA.0521.00002,4,inversion between 153h-154t and 253t-428h
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00017,0,adjacency exists
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00023,0,adjacency exists
BUMA.0521.00030,2,some block is not presented
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00010,0,adjacency exists
BUMA.0521.00004,2,some block is not presented
BUMA.0521.00025,4,inversion between 153h-154t and 253t-428h
BUMA.0521.00028,2,some block is not presented
BUMA.0521.00001,4,inversion between 153h-154t and 253t-428h
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00008,2,some block is not presented
BUMA.0521.00018,4,inversion between 153h-154t and 253t-428h
