strain,character_state,character_state_annotation
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00003,2,some block is not presented
BUMA.0521.00018,0,adjacency exists
BUMA.0521.00023,0,adjacency exists
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00002,3,inversion between 332h-334t and 310t-302t
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00010,0,adjacency exists
BUMA.0521.00028,2,some block is not presented
BUMA.0521.00029,0,adjacency exists
BUMA.0521.00017,0,adjacency exists
BUMA.0521.00026,2,some block is not presented
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00012,4,inversion between 332h-334t and 339h-302t
BUMA.0521.00011,5,inversion between 332h-334t and 231t-23h
BUMA.0521.00032,0,adjacency exists
BUMA.0521.00004,6,inversion between 332h-334t and 231h-23h
BUMA.0521.00006,7,inversion between 332h-334t and 222h-318h
BUMA.0521.00001,0,adjacency exists
BUMA.0521.00008,4,inversion between 332h-334t and 339h-302t
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00030,2,some block is not presented
BUMA.0521.00031,0,adjacency exists
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00025,0,adjacency exists
BUMA.0521.00007,2,some block is not presented
