strain,character_state,character_state_annotation
STPY.0321.00155,2,2 copies
STPY.0321.00150,7,7 copies
STPY.0321.00197,0,0 copies
STPY.0321.00194,5,5 copies
STPY.0321.00177,5,5 copies
STPY.0321.00040,12,12 copies
STPY.0321.00214,8,8 copies
STPY.0321.00010,2,2 copies
STPY.0321.00165,2,2 copies
STPY.0321.00200,1,1 copies
STPY.0321.00125,5,5 copies
STPY.0321.00080,1,1 copies
STPY.0321.00020,5,5 copies
STPY.0321.00180,1,1 copies
STPY.0321.00193,0,0 copies
STPY.0321.00002,4,4 copies
STPY.0321.00090,2,2 copies
STPY.0321.00139,2,2 copies
STPY.0321.00145,4,4 copies
STPY.0321.00081,2,2 copies
STPY.0321.00204,2,2 copies
STPY.0321.00208,5,5 copies
STPY.0321.00043,4,4 copies
STPY.0321.00175,1,1 copies
STPY.0321.00217,3,3 copies
STPY.0321.00082,3,3 copies
STPY.0321.00003,3,3 copies
STPY.0321.00030,3,3 copies
STPY.0321.00015,1,1 copies
STPY.0321.00019,7,7 copies
STPY.0321.00198,3,3 copies
STPY.0321.00184,7,7 copies
STPY.0321.00182,6,6 copies
STPY.0321.00188,7,7 copies
STPY.0321.00035,8,8 copies
STPY.0321.00144,9,9 copies
STPY.0321.00089,1,1 copies
STPY.0321.00093,2,2 copies
STPY.0321.00054,4,4 copies
STPY.0321.00068,4,4 copies
STPY.0321.00161,0,0 copies
STPY.0321.00087,7,7 copies
STPY.0321.00021,2,2 copies
STPY.0321.00056,4,4 copies
STPY.0321.00160,6,6 copies
STPY.0321.00075,4,4 copies
STPY.0321.00205,5,5 copies
STPY.0321.00051,4,4 copies
STPY.0321.00104,0,0 copies
STPY.0321.00028,4,4 copies
STPY.0321.00148,4,4 copies
STPY.0321.00011,5,5 copies
STPY.0321.00137,7,7 copies
STPY.0321.00163,0,0 copies
STPY.0321.00014,6,6 copies
STPY.0321.00202,4,4 copies
STPY.0321.00009,4,4 copies
STPY.0321.00049,4,4 copies
STPY.0321.00037,2,2 copies
STPY.0321.00195,6,6 copies
STPY.0321.00173,2,2 copies
STPY.0321.00004,5,5 copies
STPY.0321.00118,5,5 copies
STPY.0321.00124,5,5 copies
STPY.0321.00127,0,0 copies
STPY.0321.00187,5,5 copies
STPY.0321.00066,7,7 copies
STPY.0321.00005,4,4 copies
STPY.0321.00042,6,6 copies
STPY.0321.00053,4,4 copies
STPY.0321.00110,5,5 copies
STPY.0321.00071,4,4 copies
STPY.0321.00018,5,5 copies
STPY.0321.00134,7,7 copies
STPY.0321.00209,5,5 copies
STPY.0321.00154,8,8 copies
STPY.0321.00012,7,7 copies
STPY.0321.00158,1,1 copies
STPY.0321.00126,5,5 copies
STPY.0321.00029,7,7 copies
STPY.0321.00162,4,4 copies
STPY.0321.00095,3,3 copies
STPY.0321.00062,4,4 copies
STPY.0321.00117,7,7 copies
STPY.0321.00189,2,2 copies
STPY.0321.00085,5,5 copies
STPY.0321.00034,7,7 copies
STPY.0321.00044,6,6 copies
STPY.0321.00159,5,5 copies
STPY.0321.00140,2,2 copies
STPY.0321.00174,7,7 copies
STPY.0321.00046,6,6 copies
STPY.0321.00166,1,1 copies
STPY.0321.00102,1,1 copies
STPY.0321.00141,2,2 copies
STPY.0321.00185,7,7 copies
STPY.0321.00067,2,2 copies
STPY.0321.00147,7,7 copies
STPY.0321.00099,2,2 copies
STPY.0321.00007,3,3 copies
STPY.0321.00064,1,1 copies
STPY.0321.00135,0,0 copies
STPY.0321.00169,0,0 copies
STPY.0321.00059,2,2 copies
STPY.0321.00006,1,1 copies
STPY.0321.00181,8,8 copies
STPY.0321.00096,2,2 copies
STPY.0321.00213,8,8 copies
STPY.0321.00151,6,6 copies
STPY.0321.00048,3,3 copies
STPY.0321.00023,4,4 copies
STPY.0321.00129,0,0 copies
