id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,10t–5h,78334,0.23982225940000002,3,10,3.8494278853999995,15,False
2,93h–95t,17192,0.1433776954,1,3,0.24261080420000003,4,False
3,141h–143t,19817,0.106641269,1,5,0.8925629853999998,9,False
4,85h–86t,2989,0.0172282748,1,3,0.0172282748,3,False
5,80h–81t,4519,0.0172282748,1,3,0.0172282748,3,False
6,102h–103t,12777,0.005407295,1,2,0.13851933140000003,3,False
7,34h–35t,1,0.0048181004,1,2,0.0048181004,2,False
8,31h–32t,34569,0.0048181004,1,2,0.0048181004,2,False
9,129h–130t,21016,0,0,0,0.8288053337999999,7,False
10,25h–26t,31244,0,0,0,0.06732104190000002,2,False
11,150h–152t,21429,0,0,0,0.0672651991,2,False
12,139h–140t,2027,0,0,0,0.0671313753,2,False
13,3h–4t,7868,0,0,0,0.06679430870000001,2,False
14,64h–67t,31402,0,0,0,0.0431491828,3,False
15,161h–162t,12655,0,0,0,0.0143657331,2,False
16,158h–159t,17495,0,0,0,0.0143657331,2,False
17,63h–64t,1766,0,0,0,0.014095378799999999,2,False
18,61h–62t,1607,0,0,0,0.014095378799999999,2,False
19,162h–1t,26705,0,0,0,0.014095378799999999,2,False
20,120h–124t,69905,0,0,0,0.013986585499999999,2,False
21,132h–133t,12348,0,0,0,0.011588923699999996,2,False
22,103h–104t,2026,0,0,0,0.011575844499999998,2,False
23,128h–129t,16195,0,0,0,1.9782099999999998e-05,2,False
24,96h–97t,12519,0,0,0,0,1,True
25,87h–88t,22498,0,0,0,0,1,True
26,86h–87t,1,0,0,0,0,1,True
27,78h–79t,3198,0,0,0,0,0,True
28,75h–76t,1069,0,0,0,0,0,True
29,74h–75t,7665,0,0,0,0,0,True
30,71h–72t,1300,0,0,0,0,0,True
31,69h–70t,6785,0,0,0,0,0,True
32,68h–69t,7221,0,0,0,0,0,True
33,67h–68t,7122,0,0,0,0,0,True
34,62h–63t,10,0,0,0,0,1,True
35,58h–61t,51135,0,0,0,0,0,True
36,57h–58t,8204,0,0,0,0,0,True
37,56h–57t,81,0,0,0,0,1,True
38,55h–56t,1,0,0,0,0,1,True
39,54h–55t,26,0,0,0,0,1,True
40,53h–54t,1,0,0,0,0,1,True
41,52h–53t,9315,0,0,0,0,1,True
42,51h–52t,1,0,0,0,0,1,True
43,50h–51t,13565,0,0,0,0,1,True
44,48h–49t,12221,0,0,0,0,1,True
45,46h–47t,2603,0,0,0,0,1,True
46,45h–46t,2294,0,0,0,0,1,True
47,44h–45t,19085,0,0,0,0,1,True
48,43h–44t,330,0,0,0,0,1,True
49,42h–43t,6928,0,0,0,0,1,True
50,38h–39t,17820,0,0,0,0,1,True
51,37h–38t,3633,0,0,0,0,1,True
52,36h–37t,1,0,0,0,0,1,True
53,35h–36t,1355,0,0,0,0,1,True
54,29h–30t,9859,0,0,0,0,1,True
55,23h–25t,27126,0,0,0,0,1,True
56,1h–2t,17095,0,0,0,0,0,True
57,19h–20t,1,0,0,0,0,1,True
58,16h–17t,6058,0,0,0,0,1,True
59,160h–161t,6834,0,0,0,0,1,True
60,15h–16t,32188,0,0,0,0,1,True
61,14h–15t,3962,0,0,0,0,1,True
62,148h–149t,1194,0,0,0,0,1,True
63,143h–144t,6705,0,0,0,0,1,True
64,13h–14t,5323,0,0,0,0,1,True
65,131h–132t,1748,0,0,0,0,1,True
66,130h–131t,4319,0,0,0,0,1,True
67,125h–126t,5001,0,0,0,0,1,True
68,124h–125t,5246,0,0,0,0,1,True
69,119h–120t,1252,0,0,0,0,1,True
70,117h–118t,9,0,0,0,0,1,True
71,116h–117t,10017,0,0,0,0,1,True
72,115h–116t,977,0,0,0,0,1,True
73,114h–115t,13327,0,0,0,0,1,True
74,109h–112t,23401,0,0,0,0,1,True
75,105h–106t,1,0,0,0,0,1,True
76,101h–102t,2504,0,0,0,0,1,True
77,100t–99h,7,0,0,0,0,1,True
78,100h–101t,1,0,0,0,0,1,True
