block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
172,0,0.33979171279999987,1,9,0.23076923076923078,False
165,1,0.30783034,1,9,0.34615384615384615,False
10,2,0.19396803799999998,1,7,0.4423076923076923,False
2,3,0.16464150629999996,2,9,5.884615384615385,False
159,4,0.1563312745,1,6,0.23076923076923078,False
166,5,0.1544280107,2,9,0.21153846153846154,False
157,6,0.14408420159999996,2,8,0.4230769230769231,False
158,7,0.10026970199999999,2,8,0.4423076923076923,False
156,6,0.09547217559999999,2,7,0.38461538461538464,False
80,8,0.08609574000000002,2,7,0.7115384615384616,False
47,9,0.07766333599999999,1,5,0.7884615384615384,False
162,10,0.063532744,1,4,0.09615384615384616,False
155,6,0.058325043599999994,2,6,0.36538461538461536,False
77,11,0.052692668,1,4,0.8653846153846154,False
76,11,0.052692668,1,4,0.8653846153846154,False
199,12,0.032774109999999995,1,3,0.07692307692307693,False
198,12,0.032774109999999995,1,3,0.07692307692307693,False
197,12,0.032774109999999995,1,3,0.07692307692307693,False
196,12,0.032774109999999995,1,3,0.07692307692307693,False
173,0,0.0314477952,1,3,0.07692307692307693,False
174,0,0.029067686000000002,1,3,0.057692307692307696,False
161,13,0.025396971999999997,1,3,0.09615384615384616,False
167,14,0.0248549408,1,3,0.09615384615384616,False
70,11,0.022511786,1,3,0.9230769230769231,False
64,15,0.020570236,1,3,0.11538461538461539,False
106,16,0.010460144999999999,1,2,0.9615384615384616,False
178,17,0.010145704999999998,1,2,0.38461538461538464,False
186,18,0.010101674999999997,1,2,0.07692307692307693,False
125,19,0.010048543,1,2,0.9230769230769231,False
179,20,0.0093188,1,2,0.038461538461538464,False
217,21,0,0,0,0,True
216,21,0,0,0,0,True
215,22,0,0,0,0,True
214,23,0,0,0,0,True
213,24,0,0,0,0.019230769230769232,True
212,25,0,0,0,0.038461538461538464,True
211,26,0,0,0,0,True
210,15,0,0,0,0.019230769230769232,True
209,12,0,0,0,0.038461538461538464,True
208,27,0,0,0,0.019230769230769232,True
207,28,0,0,0,0.038461538461538464,True
206,28,0,0,0,0.038461538461538464,True
205,29,0,0,0,0.019230769230769232,True
204,30,0,0,0,0,True
203,30,0,0,0,0,True
202,30,0,0,0,0,True
201,31,0,0,0,0.019230769230769232,True
200,32,0,0,0,0,True
195,26,0,0,0,0,True
194,24,0,0,0,0.019230769230769232,True
193,33,0,0,0,0,True
192,33,0,0,0,0,True
191,33,0,0,0,0,True
190,33,0,0,0,0,True
189,33,0,0,0,0,True
188,34,0,0,0,0,True
187,35,0,0,0,0,True
185,36,0,0,0,0.019230769230769232,True
184,34,0,0,0,0.019230769230769232,True
183,22,0,0,0,0,True
182,24,0,0,0,0.038461538461538464,True
181,37,0,0,0,0,True
180,37,0,0,0,0,True
177,38,0,0,0,0,True
176,38,0,0,0,0,True
175,38,0,0,0,0,True
171,14,0,0,0,0.019230769230769232,True
170,39,0,0,0,0,True
169,39,0,0,0,0,True
168,39,0,0,0,0,True
164,40,0,0,0,0.019230769230769232,True
163,40,0,0,0,0.019230769230769232,True
160,20,0,0,0,0.019230769230769232,True
154,19,0,0,0,1,True
153,19,0,0,0,1,True
152,19,0,0,0,1,True
151,19,0,0,0,1,True
150,19,0,0,0,1,True
149,19,0,0,0,1,True
148,19,0,0,0,1,True
147,19,0,0,0,1,True
146,19,0,0,0,1,True
145,19,0,0,0,1,True
144,19,0,0,0,1,True
143,19,0,0,0,1,True
142,19,0,0,0,1,True
141,19,0,0,0,1,True
140,19,0,0,0,1,True
139,19,0,0,0,1,True
138,19,0,0,0,1,True
137,19,0,0,0,1,True
136,19,0,0,0,1,True
135,19,0,0,0,1,True
134,19,0,0,0,1,True
133,19,0,0,0,1,True
132,19,0,0,0,1,True
131,19,0,0,0,1,True
130,19,0,0,0,1,True
129,19,0,0,0,1,True
128,19,0,0,0,1,True
127,19,0,0,0,1,True
126,19,0,0,0,1,True
124,16,0,0,0,1,True
123,16,0,0,0,1,True
122,16,0,0,0,1,True
121,16,0,0,0,1,True
120,16,0,0,0,1,True
119,16,0,0,0,1,True
118,16,0,0,0,1,True
117,16,0,0,0,1,True
116,16,0,0,0,1,True
115,16,0,0,0,1,True
114,16,0,0,0,1,True
113,16,0,0,0,1,True
112,16,0,0,0,1,True
111,16,0,0,0,1,True
110,16,0,0,0,1,True
109,16,0,0,0,1,True
108,16,0,0,0,1,True
107,16,0,0,0,0.9807692307692307,True
105,11,0,0,0,1,True
104,11,0,0,0,1,True
103,11,0,0,0,1,True
