strain,character_state,character_state_annotation
LEPN.0521.00006,0,0 copies
LEPN.0521.00007,0,0 copies
LEPN.0521.00003,1,1 copies
LEPN.0521.00018,1,1 copies
LEPN.0521.00014,0,0 copies
LEPN.0521.00015,1,1 copies
LEPN.0521.00017,0,0 copies
LEPN.0521.00022,1,1 copies
LEPN.0521.00012,0,0 copies
LEPN.0521.00021,0,0 copies
LEPN.0521.00011,0,0 copies
LEPN.0521.00019,1,1 copies
LEPN.0521.00020,0,0 copies
LEPN.0521.00013,0,0 copies
LEPN.0521.00001,1,1 copies
LEPN.0521.00002,0,0 copies
LEPN.0521.00004,1,1 copies
LEPN.0521.00008,0,0 copies
LEPN.0521.00016,0,0 copies
LEPN.0521.00009,0,0 copies
LEPN.0521.00010,0,0 copies
LEPN.0521.00005,1,1 copies
