num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
1,111,111,111,1,111,0,112,1
2,79,79,79,33,79,0,112,1
3,111,111,111,1,111,0,112,1
4,112,112,112,0,112,0,112,1
5,112,112,112,0,112,0,112,1
6,111,111,111,1,111,0,112,1
7,110,110,110,2,110,0,112,1
8,112,112,112,0,112,0,112,1
9,111,111,111,1,111,0,112,1
10,112,112,112,0,112,0,112,1
11,112,112,112,0,112,0,112,1
12,94,94,94,18,94,0,112,1
13,112,112,112,0,112,0,112,1
14,81,81,81,31,81,0,112,1
15,112,112,112,0,112,0,112,1
16,112,112,112,0,112,0,112,1
17,112,112,112,0,112,0,112,1
18,112,112,112,0,112,0,112,1
19,10,10,10,102,10,0,112,1
20,112,112,112,0,112,0,112,1
21,80,80,80,32,80,0,112,1
22,110,110,110,2,110,0,112,1
23,112,112,112,0,112,0,112,1
24,109,109,109,3,109,0,112,1
25,105,105,105,7,105,0,112,1
26,106,106,106,6,106,0,112,1
27,20,20,20,92,20,0,112,1
28,78,78,77,35,76,1,112,2
29,100,100,100,12,100,0,112,1
30,100,100,100,12,100,0,112,1
31,81,81,81,31,81,0,112,1
32,81,81,81,31,81,0,112,1
33,108,108,108,4,108,0,112,1
34,85,85,85,27,85,0,112,1
35,108,108,108,4,108,0,112,1
36,1,1,1,111,1,0,112,1
37,110,110,110,2,110,0,112,1
38,112,112,112,0,112,0,112,1
39,100,100,99,13,98,1,112,2
40,113,113,112,0,111,1,112,2
41,105,105,105,7,105,0,112,1
42,3,3,3,109,3,0,112,1
43,46,46,38,74,30,8,112,2
44,80,80,80,32,80,0,112,1
45,79,79,79,33,79,0,112,1
46,80,80,80,32,80,0,112,1
47,80,80,80,32,80,0,112,1
48,111,111,111,1,111,0,112,1
49,112,112,112,0,112,0,112,1
50,96,96,96,16,96,0,112,1
51,113,113,112,0,111,1,112,2
52,81,81,81,31,81,0,112,1
53,111,111,111,1,111,0,112,1
54,5,5,5,107,5,0,112,1
55,108,108,108,4,108,0,112,1
56,97,97,97,15,97,0,112,1
57,112,112,112,0,112,0,112,1
58,112,112,112,0,112,0,112,1
59,112,112,112,0,112,0,112,1
60,74,74,74,38,74,0,112,1
61,3,3,3,109,3,0,112,1
62,80,80,80,32,80,0,112,1
63,81,81,81,31,81,0,112,1
64,81,81,81,31,81,0,112,1
65,111,111,111,1,111,0,112,1
66,112,112,112,0,112,0,112,1
67,107,107,107,5,107,0,112,1
68,11,11,11,101,11,0,112,1
69,11,11,11,101,11,0,112,1
70,81,81,81,31,81,0,112,1
71,80,80,80,32,80,0,112,1
72,108,108,108,4,108,0,112,1
73,103,103,103,9,103,0,112,1
74,110,110,110,2,110,0,112,1
75,1,1,1,111,1,0,112,1
76,26,26,26,86,26,0,112,1
77,81,81,81,31,81,0,112,1
78,78,78,78,34,78,0,112,1
79,70,70,70,42,70,0,112,1
80,79,79,79,33,79,0,112,1
81,81,81,81,31,81,0,112,1
82,81,81,81,31,81,0,112,1
83,109,109,109,3,109,0,112,1
84,112,112,112,0,112,0,112,1
85,111,111,111,1,111,0,112,1
86,105,105,105,7,105,0,112,1
87,108,108,108,4,108,0,112,1
88,107,107,107,5,107,0,112,1
89,100,100,100,12,100,0,112,1
90,112,112,112,0,112,0,112,1
91,23,23,23,89,23,0,112,1
92,80,80,80,32,80,0,112,1
93,80,80,80,32,80,0,112,1
94,98,98,98,14,98,0,112,1
95,112,112,112,0,112,0,112,1
96,113,113,112,0,111,1,112,2
97,112,112,112,0,112,0,112,1
98,112,112,112,0,112,0,112,1
99,111,111,111,1,111,0,112,1
100,112,112,112,0,112,0,112,1
101,112,112,112,0,112,0,112,1
102,111,111,111,1,111,0,112,1
103,112,112,112,0,112,0,112,1
104,112,112,112,0,112,0,112,1
105,7,7,7,105,7,0,112,1
106,111,111,111,1,111,0,112,1
107,112,112,112,0,112,0,112,1
108,112,112,112,0,112,0,112,1
109,113,113,112,0,111,1,112,2
110,111,111,111,1,111,0,112,1
111,112,112,112,0,112,0,112,1
112,76,76,76,36,76,0,112,1
113,93,93,93,19,93,0,112,1
114,30,30,30,82,30,0,112,1
115,86,86,86,26,86,0,112,1
116,81,81,81,31,81,0,112,1
117,103,103,103,9,103,0,112,1
118,80,80,80,32,80,0,112,1
119,1,1,1,111,1,0,112,1
120,112,112,112,0,112,0,112,1
121,34,34,34,78,34,0,112,1
122,1,1,1,111,1,0,112,1
123,112,112,112,0,112,0,112,1
124,112,112,112,0,112,0,112,1
125,112,112,112,0,112,0,112,1
126,112,112,112,0,112,0,112,1
127,112,112,112,0,112,0,112,1
128,56,56,52,60,48,4,112,2
129,32,32,32,80,32,0,112,1
130,81,81,81,31,81,0,112,1
131,112,112,112,0,112,0,112,1
132,64,64,64,48,64,0,112,1
133,81,81,81,31,81,0,112,1
134,81,81,81,31,81,0,112,1
135,112,112,112,0,112,0,112,1
136,3,3,3,109,3,0,112,1
137,3,3,3,109,3,0,112,1
138,1,1,1,111,1,0,112,1
139,112,112,112,0,112,0,112,1
140,1,1,1,111,1,0,112,1
141,111,111,111,1,111,0,112,1
142,111,111,111,1,111,0,112,1
143,57,57,57,55,57,0,112,1
144,107,107,107,5,107,0,112,1
145,1,1,1,111,1,0,112,1
146,1,1,1,111,1,0,112,1
147,1,1,1,111,1,0,112,1
148,23,23,23,89,23,0,112,1
149,20,20,18,94,17,1,112,3
150,31,31,31,81,31,0,112,1
151,110,110,110,2,110,0,112,1
152,1,1,1,111,1,0,112,1
153,7,7,7,105,7,0,112,1
154,81,81,81,31,81,0,112,1
155,3,3,3,109,3,0,112,1
156,14,14,14,98,14,0,112,1
157,6,6,6,106,6,0,112,1
158,57,57,57,55,57,0,112,1
159,21,21,21,91,21,0,112,1
160,13,13,13,99,13,0,112,1
161,33,33,33,79,33,0,112,1
162,1,1,1,111,1,0,112,1
163,20,20,20,92,20,0,112,1
164,4,4,4,108,4,0,112,1
165,1,1,1,111,1,0,112,1
166,3,3,3,109,3,0,112,1
167,1,1,1,111,1,0,112,1
168,5,5,5,107,5,0,112,1
169,1,1,1,111,1,0,112,1
170,1,1,1,111,1,0,112,1
171,2,2,2,110,2,0,112,1
172,1,1,1,111,1,0,112,1
173,2,2,2,110,2,0,112,1
174,4,4,4,108,4,0,112,1
175,1,1,1,111,1,0,112,1
176,5,5,5,107,5,0,112,1
177,1,1,1,111,1,0,112,1
178,1,1,1,111,1,0,112,1
179,1,1,1,111,1,0,112,1
180,8,8,8,104,8,0,112,1
181,31,31,31,81,31,0,112,1
182,23,23,23,89,23,0,112,1
183,1,1,1,111,1,0,112,1
184,25,25,25,87,25,0,112,1
185,1,1,1,111,1,0,112,1
186,6,6,6,106,6,0,112,1
187,3,3,3,109,3,0,112,1
188,1,1,1,111,1,0,112,1
189,5,5,5,107,5,0,112,1
190,9,9,9,103,9,0,112,1
191,1,1,1,111,1,0,112,1
192,80,80,80,32,80,0,112,1
193,5,5,5,107,5,0,112,1
194,3,3,3,109,3,0,112,1
195,112,112,112,0,112,0,112,1
196,8,8,8,104,8,0,112,1
197,3,3,3,109,3,0,112,1
198,11,11,11,101,11,0,112,1
199,95,95,95,17,95,0,112,1
200,1,1,1,111,1,0,112,1
201,28,28,28,84,28,0,112,1
202,1,1,1,111,1,0,112,1
203,3,3,3,109,3,0,112,1
204,1,1,1,111,1,0,112,1
205,1,1,1,111,1,0,112,1
206,5,5,5,107,5,0,112,1
207,2,2,2,110,2,0,112,1
208,1,1,1,111,1,0,112,1
209,3,3,3,109,3,0,112,1
210,2,2,2,110,2,0,112,1
211,6,6,6,106,6,0,112,1
212,1,1,1,111,1,0,112,1
213,1,1,1,111,1,0,112,1
214,1,1,1,111,1,0,112,1
215,5,5,5,107,5,0,112,1
216,6,6,6,106,6,0,112,1
217,1,1,1,111,1,0,112,1
218,1,1,1,111,1,0,112,1
219,1,1,1,111,1,0,112,1
220,4,4,4,108,4,0,112,1
221,1,1,1,111,1,0,112,1
222,1,1,1,111,1,0,112,1
223,88,88,88,24,88,0,112,1
224,109,109,109,3,109,0,112,1
225,111,111,110,2,109,1,112,2
226,1,1,1,111,1,0,112,1
227,1,1,1,111,1,0,112,1
228,1,1,1,111,1,0,112,1
229,4,4,4,108,4,0,112,1
230,1,1,1,111,1,0,112,1
231,8,8,8,104,8,0,112,1
232,3,3,3,109,3,0,112,1
233,3,3,3,109,3,0,112,1
234,3,3,3,109,3,0,112,1
235,1,1,1,111,1,0,112,1
236,4,4,4,108,4,0,112,1
237,3,3,3,109,3,0,112,1
238,1,1,1,111,1,0,112,1
239,1,1,1,111,1,0,112,1
240,6,6,6,106,6,0,112,1
241,1,1,1,111,1,0,112,1
242,1,1,1,111,1,0,112,1
243,1,1,1,111,1,0,112,1
244,1,1,1,111,1,0,112,1
245,1,1,1,111,1,0,112,1
246,1,1,1,111,1,0,112,1
247,11,11,11,101,11,0,112,1
248,1,1,1,111,1,0,112,1
249,3,3,3,109,3,0,112,1
250,1,1,1,111,1,0,112,1
251,1,1,1,111,1,0,112,1
252,2,2,2,110,2,0,112,1
253,1,1,1,111,1,0,112,1
254,108,108,108,4,108,0,112,1
255,1,1,1,111,1,0,112,1
256,2,2,2,110,2,0,112,1
257,2,2,2,110,2,0,112,1
258,112,112,112,0,112,0,112,1
259,5,5,5,107,5,0,112,1
260,2,2,2,110,2,0,112,1
261,1,1,1,111,1,0,112,1
262,1,1,1,111,1,0,112,1
263,1,1,1,111,1,0,112,1
264,1,1,1,111,1,0,112,1
265,3,3,3,109,3,0,112,1
266,1,1,1,111,1,0,112,1
267,12,12,12,100,12,0,112,1
268,100,100,100,12,100,0,112,1
269,1,1,1,111,1,0,112,1
270,1,1,1,111,1,0,112,1
271,6,6,6,106,6,0,112,1
272,1,1,1,111,1,0,112,1
273,1,1,1,111,1,0,112,1
274,96,96,96,16,96,0,112,1
275,1,1,1,111,1,0,112,1
276,1,1,1,111,1,0,112,1
277,112,112,112,0,112,0,112,1
278,1,1,1,111,1,0,112,1
279,3,3,3,109,3,0,112,1
280,1,1,1,111,1,0,112,1
281,1,1,1,111,1,0,112,1
282,1,1,1,111,1,0,112,1
283,2,2,2,110,2,0,112,1
284,1,1,1,111,1,0,112,1
285,1,1,1,111,1,0,112,1
286,1,1,1,111,1,0,112,1
287,1,1,1,111,1,0,112,1
288,2,2,2,110,2,0,112,1
289,1,1,1,111,1,0,112,1
290,2,2,2,110,2,0,112,1
291,4,4,4,108,4,0,112,1
292,4,4,4,108,4,0,112,1
293,1,1,1,111,1,0,112,1
294,1,1,1,111,1,0,112,1
295,59,59,59,53,59,0,112,1
296,4,4,4,108,4,0,112,1
297,8,8,8,104,8,0,112,1
298,1,1,1,111,1,0,112,1
299,1,1,1,111,1,0,112,1
300,5,5,5,107,5,0,112,1
301,111,111,111,1,111,0,112,1
302,3,3,3,109,3,0,112,1
303,1,1,1,111,1,0,112,1
304,2,2,2,110,2,0,112,1
305,1,1,1,111,1,0,112,1
306,1,1,1,111,1,0,112,1
307,3,3,3,109,3,0,112,1
308,1,1,1,111,1,0,112,1
309,112,112,112,0,112,0,112,1
310,2,2,2,110,2,0,112,1
311,1,1,1,111,1,0,112,1
312,1,1,1,111,1,0,112,1
313,3,3,3,109,3,0,112,1
314,2,2,2,110,2,0,112,1
315,5,5,5,107,5,0,112,1
316,4,4,4,108,4,0,112,1
317,1,1,1,111,1,0,112,1
318,1,1,1,111,1,0,112,1
319,3,3,3,109,3,0,112,1
320,2,2,2,110,2,0,112,1
321,1,1,1,111,1,0,112,1
322,4,4,4,108,4,0,112,1
323,2,2,2,110,2,0,112,1
324,5,5,5,107,5,0,112,1
325,112,112,112,0,112,0,112,1
326,1,1,1,111,1,0,112,1
327,1,1,1,111,1,0,112,1
328,108,108,108,4,108,0,112,1
329,1,1,1,111,1,0,112,1
330,1,1,1,111,1,0,112,1
331,2,2,2,110,2,0,112,1
332,3,3,3,109,3,0,112,1
333,1,1,1,111,1,0,112,1
334,1,1,1,111,1,0,112,1
335,3,3,3,109,3,0,112,1
336,1,1,1,111,1,0,112,1
337,1,1,1,111,1,0,112,1
338,1,1,1,111,1,0,112,1
339,1,1,1,111,1,0,112,1
340,4,4,4,108,4,0,112,1
341,4,4,4,108,4,0,112,1
342,2,2,2,110,2,0,112,1
343,2,2,2,110,2,0,112,1
344,111,111,111,1,111,0,112,1
345,2,2,2,110,2,0,112,1
346,1,1,1,111,1,0,112,1
347,4,4,4,108,4,0,112,1
348,111,111,111,1,111,0,112,1
349,1,1,1,111,1,0,112,1
350,1,1,1,111,1,0,112,1
351,1,1,1,111,1,0,112,1
352,17,17,17,95,17,0,112,1
353,3,3,3,109,3,0,112,1
354,3,3,3,109,3,0,112,1
355,1,1,1,111,1,0,112,1
356,1,1,1,111,1,0,112,1
357,2,2,2,110,2,0,112,1
358,1,1,1,111,1,0,112,1
359,94,94,94,18,94,0,112,1
360,1,1,1,111,1,0,112,1
361,3,3,3,109,3,0,112,1
362,5,5,5,107,5,0,112,1
363,5,5,5,107,5,0,112,1
364,3,3,3,109,3,0,112,1
365,10,10,10,102,10,0,112,1
366,1,1,1,111,1,0,112,1
367,1,1,1,111,1,0,112,1
368,1,1,1,111,1,0,112,1
369,2,2,2,110,2,0,112,1
370,1,1,1,111,1,0,112,1
371,4,4,4,108,4,0,112,1
372,1,1,1,111,1,0,112,1
373,29,29,29,83,29,0,112,1
374,8,8,8,104,8,0,112,1
375,2,2,2,110,2,0,112,1
376,1,1,1,111,1,0,112,1
377,1,1,1,111,1,0,112,1
378,1,1,1,111,1,0,112,1
379,1,1,1,111,1,0,112,1
380,108,108,108,4,108,0,112,1
381,112,112,112,0,112,0,112,1
382,1,1,1,111,1,0,112,1
383,2,2,2,110,2,0,112,1
384,3,3,3,109,3,0,112,1
385,2,2,2,110,2,0,112,1
386,2,2,2,110,2,0,112,1
387,2,2,2,110,2,0,112,1
388,1,1,1,111,1,0,112,1
389,1,1,1,111,1,0,112,1
390,2,2,2,110,2,0,112,1
391,112,112,112,0,112,0,112,1
392,1,1,1,111,1,0,112,1
393,2,2,2,110,2,0,112,1
394,1,1,1,111,1,0,112,1
395,1,1,1,111,1,0,112,1
396,1,1,1,111,1,0,112,1
397,1,1,1,111,1,0,112,1
398,1,1,1,111,1,0,112,1
399,1,1,1,111,1,0,112,1
400,11,11,11,101,11,0,112,1
