id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,250h–43h,7894,6.554177625700002,2,49,15.636374482499997,52,False
2,251t–44t,6373,6.5521987207000025,2,49,15.742923833500006,52,False
3,268h–269t,1665,0.00020217800000000001,2,6,0.07773803219999997,7,False
4,31h–32t,287,0.00020217800000000001,2,6,0.00036166160000000003,6,False
5,98h–99t,17724,0,0,0,0.08597976959999999,4,False
6,209h–215t,20823,0,0,0,0.0303725254,3,False
7,57h–58t,722,0,0,0,0.016730764000000002,2,False
8,13h–16t,12933,0,0,0,0.0160119122,2,False
9,207h–208t,3701,0,0,0,0.014879275999999997,2,False
10,130h–140t,28449,0,0,0,0.0136185938,2,False
11,221h–222t,16,0,0,0,0.013191985199999999,2,False
12,81h–87t,6844,0,0,0,0.012979596000000001,2,False
13,180h–181t,10928,0,0,0,0.0106076162,2,False
14,165h–166t,133,0,0,0,0.0001691736,2,False
15,117h–123t,31654,0,0,0,0.0001691736,2,False
16,79h–81t,32575,0,0,0,4.6607999999999995e-06,2,False
17,75h–76t,66,0,0,0,0,1,True
18,72h–73t,2017,0,0,0,0,0,True
19,71h–72t,1,0,0,0,0,0,True
20,56h–57t,751,0,0,0,0,0,True
21,55h–56t,1,0,0,0,0,0,True
22,50h–51t,1679,0,0,0,0,1,True
23,48h–50t,1551,0,0,0,0,1,True
24,300h–301t,1426,0,0,0,0,1,True
25,2h–5t,13336,0,0,0,0,1,True
26,29h–30t,98,0,0,0,0,1,True
27,298h–299t,73,0,0,0,0,0,True
28,297h–298t,374,0,0,0,0,0,True
29,289h–294t,3191,0,0,0,0,1,True
30,287h–288t,2116,0,0,0,0,0,True
31,286h–287t,2989,0,0,0,0,0,True
32,284h–286t,6020,0,0,0,0,1,True
33,281h–282t,591,0,0,0,0,1,True
34,277h–278t,39,0,0,0,0,1,True
35,274h–275t,1,0,0,0,0,0,True
36,267h–268t,810,0,0,0,0,0,True
37,264h–265t,1639,0,0,0,0,0,True
38,263h–264t,3393,0,0,0,0,0,True
39,25h–26t,731,0,0,0,0,0,True
40,255h–256t,1,0,0,0,0,0,True
41,254h–255t,1243,0,0,0,0,0,True
42,253h–254t,2410,0,0,0,0,0,True
43,252h–253t,2448,0,0,0,0,0,True
44,251h–252t,605,0,0,0,0,0,True
45,24h–25t,1746,0,0,0,0,0,True
46,241h–242t,1,0,0,0,0,1,True
47,237h–238t,152,0,0,0,0,1,True
48,234h–235t,256,0,0,0,0,1,True
49,232h–233t,7091,0,0,0,0,0,True
50,231h–232t,1,0,0,0,0,0,True
51,226h–227t,2557,0,0,0,0,0,True
52,225h–226t,1,0,0,0,0,0,True
53,224h–225t,992,0,0,0,0,0,True
54,222h–224t,5570,0,0,0,0,0,True
55,218h–219t,1048,0,0,0,0,1,True
56,18h–19t,48,0,0,0,0,1,True
57,175h–176t,302,0,0,0,0,0,True
58,174h–175t,106,0,0,0,0,0,True
59,168h–172t,11919,0,0,0,0,1,True
60,159h–160t,449,0,0,0,0,0,True
61,158h–159t,7,0,0,0,0,0,True
62,150h–151t,1789,0,0,0,0,0,True
63,149h–150t,468,0,0,0,0,0,True
64,148h–149t,1,0,0,0,0,0,True
65,147h–148t,547,0,0,0,0,0,True
66,145h–146t,1,0,0,0,0,0,True
67,144h–145t,1,0,0,0,0,0,True
68,141h–142t,697,0,0,0,0,0,True
69,140h–141t,768,0,0,0,0,0,True
70,125h–126t,1134,0,0,0,0,0,True
71,124h–125t,1,0,0,0,0,0,True
72,123h–124t,2161,0,0,0,0,0,True
73,102h–103t,1580,0,0,0,0,0,True
74,101h–102t,741,0,0,0,0,0,True
