id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,736h–738t,2927,0.000348496,1,2,0.0017318117,4,False
2,740h–741t,1591,0.000348496,1,2,0.001680923,4,False
3,262t–310t,97751,0.00024474770000000004,1,2,0.0022583354,5,False
4,302t–339h,180384,0.00024474770000000004,1,2,0.0010468538,4,False
5,611h–612t,3668,0.0001641659,1,2,0.0012809671,4,False
6,645t–677h,12315,0.00015567039999999998,1,2,0.001105516,5,False
7,757t–775t,1608,0.0001028884,1,2,0.0016288772,5,False
8,756h–774h,1590,0.0001028884,1,2,0.0016288772,5,False
9,107t–399t,5182,8.730889999999998e-05,1,2,0.00017461779999999996,3,False
10,712h–713t,4557,6.92966e-05,1,2,0.0002977784,3,False
11,561h–685h,38345,0,0,0,0.005793055499999999,8,False
12,586h–587t,1564,0,0,0,0.003346955,6,False
13,500t–835t,3753,0,0,0,0.0030799152,6,False
14,598h–600t,1899,0,0,0,0.0016261031,4,False
15,508t–721t,26508,0,0,0,0.0015865542,5,False
16,867h–868t,1878,0,0,0,0.0012702319000000002,4,False
17,1053h–667h,1216,0,0,0,0.0012192299,4,False
18,613h–614t,1572,0,0,0,0.0010702449,4,False
19,570h–583t,67697,0,0,0,0.0009413214000000001,4,False
20,947t–996t,1723,0,0,0,0.0009044400000000001,4,False
21,225h–231t,14956,0,0,0,0.0008882219999999999,4,False
22,550h–551t,1569,0,0,0,0.0007505002,3,False
23,839h–840t,2460,0,0,0,0.0007184721999999999,3,False
24,595t–646h,1747,0,0,0,0.0006598780000000001,3,False
25,870h–873t,7019,0,0,0,0.000654587,3,False
26,745h–747t,6743,0,0,0,0.0006143502,3,False
27,592h–593t,1562,0,0,0,0.0006128368000000001,3,False
28,26t–9h,8329,0,0,0,0.0006105168,3,False
29,589h–590t,1667,0,0,0,0.0005369412999999999,4,False
30,260h–446t,82444,0,0,0,0.0004953384,3,False
31,547h–548t,1212,0,0,0,0.0003701382,3,False
32,153h–154t,2454,0,0,0,0.0003367768,2,False
33,460h–465t,1211,0,0,0,0.00032993900000000007,2,False
34,499h–834h,1566,0,0,0,0.0002810557,2,False
35,757h–758t,3238,0,0,0,0.0002778346,2,False
36,449h–451t,1999,0,0,0,0.00022384450000000001,2,False
37,253t–428h,37080,0,0,0,0.0001735444,3,False
38,463h–949h,2441,0,0,0,0.0001677583,2,False
39,509h–511t,1214,0,0,0,0.00015815799999999999,2,False
40,318h–324t,2544,0,0,0,0.000152578,2,False
41,332h–334t,1971,0,0,0,0.0001328876,2,False
42,912h–913t,1282,0,0,0,0.000112981,2,False
43,330h–331t,4946,0,0,0,0.000112981,2,False
44,993h–994t,6931,0,0,0,6.6666e-05,2,False
45,1093t–827h,1538,0,0,0,5.70754e-05,2,False
46,1093h–828t,4508,0,0,0,5.70754e-05,2,False
47,988h–990t,2153,0,0,0,4.94589e-05,2,False
48,133t–77t,1106,0,0,0,4.94589e-05,2,False
49,1006h–1008t,2123,0,0,0,4.94589e-05,2,False
50,982h–983t,1330,0,0,0,4.88833e-05,2,False
51,775h–776t,1682,0,0,0,1.78092e-05,2,False
52,313h–315t,2375,0,0,0,1.44896e-05,2,False
53,986h–987t,263,0,0,0,0,0,True
54,985h–986t,1,0,0,0,0,0,True
55,923h–924t,1,0,0,0,0,0,True
56,921h–923t,1235,0,0,0,0,1,True
57,920h–921t,41,0,0,0,0,1,True
58,902h–903t,1224,0,0,0,0,1,True
59,901h–902t,458,0,0,0,0,0,True
60,895h–896t,4350,0,0,0,0,1,True
61,859h–860t,1050,0,0,0,0,1,True
62,856h–857t,3769,0,0,0,0,1,True
63,833h–834t,1581,0,0,0,0,1,True
64,824h–825t,3978,0,0,0,0,1,True
65,819h–820t,1576,0,0,0,0,0,True
66,80h–81t,1,0,0,0,0,0,True
67,800h–819t,7302,0,0,0,0,0,True
68,79h–80t,1,0,0,0,0,0,True
69,789h–791t,1225,0,0,0,0,0,True
70,763h–764t,3900,0,0,0,0,1,True
71,760h–761t,1684,0,0,0,0,0,True
72,759h–760t,1,0,0,0,0,0,True
73,758h–759t,39,0,0,0,0,0,True
74,726h–727t,1604,0,0,0,0,1,True
75,69h–71t,13113,0,0,0,0,1,True
76,699h–700t,53,0,0,0,0,1,True
77,636h–637t,1842,0,0,0,0,1,True
78,61h–62t,808,0,0,0,0,0,True
79,562t–689t,1574,0,0,0,0,1,True
80,556h–557t,1975,0,0,0,0,1,True
81,522h–523t,1,0,0,0,0,0,True
82,515h–516t,1,0,0,0,0,0,True
83,514h–515t,315,0,0,0,0,0,True
84,507h–715h,3118,0,0,0,0,1,True
85,461t–956t,30505,0,0,0,0,1,True
86,421h–75h,1625,0,0,0,0,0,True
87,35h–446h,1661,0,0,0,0,0,True
88,273h–308h,608,0,0,0,0,1,True
89,198h–202t,12484,0,0,0,0,0,True
90,193t–370t,1,0,0,0,0,0,True
91,192t–382t,1121,0,0,0,0,0,True
92,192h–381h,276,0,0,0,0,0,True
93,191h–385h,1227,0,0,0,0,0,True
94,177h–424t,1493,0,0,0,0,0,True
95,162h–163t,1310,0,0,0,0,0,True
96,160t–51t,1357,0,0,0,0,0,True
97,155h–178t,2073,0,0,0,0,1,True
98,150h–151t,1218,0,0,0,0,0,True
99,132h–395h,2589,0,0,0,0,0,True
100,131h–132t,4188,0,0,0,0,0,True
101,125h–126t,683,0,0,0,0,1,True
102,11t–339t,1,0,0,0,0,0,True
