strain,character_state,character_state_annotation
BUMA.0721.00014,2,2 copies
BUMA.0721.00009,0,0 copies
BUMA.0721.00032,5,5 copies
BUMA.0721.00002,0,0 copies
BUMA.0721.00017,2,2 copies
BUMA.0721.00022,2,2 copies
BUMA.0721.00005,2,2 copies
BUMA.0721.00006,1,1 copies
BUMA.0721.00031,4,4 copies
BUMA.0721.00027,3,3 copies
BUMA.0721.00007,3,3 copies
BUMA.0721.00012,2,2 copies
BUMA.0721.00001,2,2 copies
BUMA.0721.00026,1,1 copies
BUMA.0721.00018,2,2 copies
BUMA.0721.00021,2,2 copies
BUMA.0721.00010,0,0 copies
BUMA.0721.00023,3,3 copies
BUMA.0721.00024,2,2 copies
BUMA.0721.00011,2,2 copies
BUMA.0721.00019,2,2 copies
BUMA.0721.00016,3,3 copies
BUMA.0721.00029,3,3 copies
BUMA.0721.00028,0,0 copies
BUMA.0721.00030,1,1 copies
BUMA.0721.00004,0,0 copies
BUMA.0721.00013,2,2 copies
BUMA.0721.00025,2,2 copies
BUMA.0721.00008,1,1 copies
BUMA.0721.00003,0,0 copies
BUMA.0721.00015,2,2 copies
BUMA.0721.00020,2,2 copies
