strain,character_state,character_state_annotation
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00002,3,inversion between 64t-74t and 2t-79h
BUMA.0521.00029,1,complex break of adjacency
BUMA.0521.00010,1,complex break of adjacency
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00032,0,adjacency exists
BUMA.0521.00004,4,inversion between 64t-74t and 2t-72t
BUMA.0521.00008,0,adjacency exists
BUMA.0521.00007,5,inversion between 64t-74t and 57h-63t
BUMA.0521.00028,1,complex break of adjacency
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00017,0,adjacency exists
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00001,1,complex break of adjacency
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00006,1,complex break of adjacency
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00003,1,complex break of adjacency
BUMA.0521.00012,0,adjacency exists
BUMA.0521.00031,1,complex break of adjacency
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00025,1,complex break of adjacency
BUMA.0521.00018,1,complex break of adjacency
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00030,1,complex break of adjacency
BUMA.0521.00013,4,inversion between 64t-74t and 2t-72t
BUMA.0521.00023,0,adjacency exists
