strain,character_state,character_state_annotation
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00002,0,adjacency exists
BUMA.0521.00029,3,inversion between 108t-204t and 204h-205t
BUMA.0521.00010,1,complex break of adjacency
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00032,0,adjacency exists
BUMA.0521.00004,1,complex break of adjacency
BUMA.0521.00008,4,inversion between 108t-204t and 107h-203h
BUMA.0521.00007,1,complex break of adjacency
BUMA.0521.00028,5,inversion between 108t-204t and 176t-175h
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00017,0,adjacency exists
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00001,3,inversion between 108t-204t and 204h-205t
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00011,6,inversion between 108t-204t and 175t-174h
BUMA.0521.00006,5,inversion between 108t-204t and 176t-175h
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00003,0,adjacency exists
BUMA.0521.00012,4,inversion between 108t-204t and 107h-203h
BUMA.0521.00031,3,inversion between 108t-204t and 204h-205t
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00025,3,inversion between 108t-204t and 204h-205t
BUMA.0521.00018,3,inversion between 108t-204t and 204h-205t
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00030,5,inversion between 108t-204t and 176t-175h
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00023,0,adjacency exists
