strain,character_state,character_state_annotation
BUMA.0521.00032,3,inversion between 111t-167t and 157h-126h
BUMA.0521.00001,4,inversion between 111t-167t and 125h-126t
BUMA.0521.00011,0,adjacency exists
BUMA.0521.00021,0,adjacency exists
BUMA.0521.00025,4,inversion between 111t-167t and 125h-126t
BUMA.0521.00005,0,adjacency exists
BUMA.0521.00024,0,adjacency exists
BUMA.0521.00028,0,adjacency exists
BUMA.0521.00016,0,adjacency exists
BUMA.0521.00014,0,adjacency exists
BUMA.0521.00022,0,adjacency exists
BUMA.0521.00007,0,adjacency exists
BUMA.0521.00018,4,inversion between 111t-167t and 125h-126t
BUMA.0521.00026,0,adjacency exists
BUMA.0521.00019,0,adjacency exists
BUMA.0521.00002,0,adjacency exists
BUMA.0521.00029,4,inversion between 111t-167t and 125h-126t
BUMA.0521.00010,0,adjacency exists
BUMA.0521.00027,0,adjacency exists
BUMA.0521.00017,3,inversion between 111t-167t and 157h-126h
BUMA.0521.00015,0,adjacency exists
BUMA.0521.00030,0,adjacency exists
BUMA.0521.00012,5,inversion between 111t-167t and 110h-164h
BUMA.0521.00003,0,adjacency exists
BUMA.0521.00020,0,adjacency exists
BUMA.0521.00023,0,adjacency exists
BUMA.0521.00008,5,inversion between 111t-167t and 110h-164h
BUMA.0521.00006,6,inversion between 111t-167t and 174t-173h
BUMA.0521.00013,0,adjacency exists
BUMA.0521.00031,4,inversion between 111t-167t and 125h-126t
BUMA.0521.00009,0,adjacency exists
BUMA.0521.00004,7,inversion between 111t-167t and 153t-152h
