strain,character_state,character_state_annotation
BUMA.0721.00028,1,complex break of adjacency
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00009,3,inversion between 116t-122t and 118t-115h
BUMA.0721.00004,1,complex break of adjacency
BUMA.0721.00003,1,complex break of adjacency
BUMA.0721.00016,0,adjacency exists
BUMA.0721.00030,1,complex break of adjacency
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00006,1,complex break of adjacency
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,4,inversion between 116t-122t and 137h-150t
BUMA.0721.00023,0,adjacency exists
BUMA.0721.00005,1,complex break of adjacency
BUMA.0721.00012,1,complex break of adjacency
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00002,5,inversion between 116t-122t and 115h-119h
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00032,4,inversion between 116t-122t and 137h-150t
BUMA.0721.00026,1,complex break of adjacency
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00010,5,inversion between 116t-122t and 115h-119h
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00029,0,adjacency exists
BUMA.0721.00024,0,adjacency exists
BUMA.0721.00011,1,complex break of adjacency
BUMA.0721.00027,0,adjacency exists
BUMA.0721.00001,0,adjacency exists
BUMA.0721.00008,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
