strain,character_state,character_state_annotation
BUMA.0721.00028,0,adjacency exists
BUMA.0721.00022,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00009,4,inversion between 125h-126t and 130h-131t
BUMA.0721.00004,1,complex break of adjacency
BUMA.0721.00003,1,complex break of adjacency
BUMA.0721.00016,0,adjacency exists
BUMA.0721.00030,0,adjacency exists
BUMA.0721.00020,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00006,5,inversion between 125h-126t and 130h-136t
BUMA.0721.00013,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00031,0,adjacency exists
BUMA.0721.00023,0,adjacency exists
BUMA.0721.00005,1,complex break of adjacency
BUMA.0721.00012,0,adjacency exists
BUMA.0721.00014,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00019,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00002,0,adjacency exists
BUMA.0721.00021,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00017,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00015,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00032,0,adjacency exists
BUMA.0721.00026,0,adjacency exists
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00010,0,adjacency exists
BUMA.0721.00025,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00029,0,adjacency exists
BUMA.0721.00024,3,inversion between 125h-126t and 134t-133h
BUMA.0721.00011,0,adjacency exists
BUMA.0721.00027,0,adjacency exists
BUMA.0721.00001,0,adjacency exists
BUMA.0721.00008,0,adjacency exists
BUMA.0721.00018,3,inversion between 125h-126t and 134t-133h
