strain,character_state,character_state_annotation
BUMA.0721.00028,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00009,1,complex break of adjacency
BUMA.0721.00004,0,adjacency exists
BUMA.0721.00003,3,inversion between 62h-72t and 58t-83h
BUMA.0721.00016,1,complex break of adjacency
BUMA.0721.00030,1,complex break of adjacency
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00006,0,adjacency exists
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,0,adjacency exists
BUMA.0721.00023,1,complex break of adjacency
BUMA.0721.00005,0,adjacency exists
BUMA.0721.00012,4,inversion between 62h-72t and 67t-59t
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00002,5,inversion between 62h-72t and 67t-54t
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00032,0,adjacency exists
BUMA.0721.00026,1,complex break of adjacency
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00010,1,complex break of adjacency
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00029,1,complex break of adjacency
BUMA.0721.00024,0,adjacency exists
BUMA.0721.00011,4,inversion between 62h-72t and 67t-59t
BUMA.0721.00027,1,complex break of adjacency
BUMA.0721.00001,1,complex break of adjacency
BUMA.0721.00008,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
