strain,character_state,character_state_annotation
BUMA.0721.00005,2,some block is not presented
BUMA.0721.00016,0,adjacency exists
BUMA.0721.00024,2,some block is not presented
BUMA.0721.00023,0,adjacency exists
BUMA.0721.00030,1,complex break of adjacency
BUMA.0721.00029,0,adjacency exists
BUMA.0721.00002,0,adjacency exists
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00004,2,some block is not presented
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,3,inversion between 310h-315h and 315t-385h
BUMA.0721.00012,0,adjacency exists
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00027,0,adjacency exists
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00007,4,inversion between 310h-315h and 315t-282t
BUMA.0721.00001,0,adjacency exists
BUMA.0721.00028,0,adjacency exists
BUMA.0721.00026,1,complex break of adjacency
BUMA.0721.00008,1,complex break of adjacency
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00032,1,complex break of adjacency
BUMA.0721.00006,3,inversion between 310h-315h and 315t-385h
BUMA.0721.00010,2,some block is not presented
BUMA.0721.00003,0,adjacency exists
BUMA.0721.00009,0,adjacency exists
BUMA.0721.00011,5,inversion between 310h-315h and 449h-452t
