strain,character_state,character_state_annotation
BUMA.0721.00005,0,adjacency exists
BUMA.0721.00016,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00024,0,adjacency exists
BUMA.0721.00023,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00030,0,adjacency exists
BUMA.0721.00029,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00002,0,adjacency exists
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00004,0,adjacency exists
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,4,inversion between 820h-821t and 792t-754t
BUMA.0721.00012,1,complex break of adjacency
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00027,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00001,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00028,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00026,0,adjacency exists
BUMA.0721.00008,0,adjacency exists
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00032,4,inversion between 820h-821t and 792t-754t
BUMA.0721.00006,4,inversion between 820h-821t and 792t-754t
BUMA.0721.00010,0,adjacency exists
BUMA.0721.00003,3,inversion between 820h-821t and 823h-825t
BUMA.0721.00009,0,adjacency exists
BUMA.0721.00011,0,adjacency exists
