strain,character_state,character_state_annotation
BUMA.0721.00005,2,some block is not presented
BUMA.0721.00016,1,complex break of adjacency
BUMA.0721.00024,0,adjacency exists
BUMA.0721.00023,1,complex break of adjacency
BUMA.0721.00030,3,inversion between 1133h-915t and 912h-913t
BUMA.0721.00029,1,complex break of adjacency
BUMA.0721.00002,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00004,2,some block is not presented
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,0,adjacency exists
BUMA.0721.00012,0,adjacency exists
BUMA.0721.00019,2,some block is not presented
BUMA.0721.00027,1,complex break of adjacency
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00001,1,complex break of adjacency
BUMA.0721.00028,1,complex break of adjacency
BUMA.0721.00026,3,inversion between 1133h-915t and 912h-913t
BUMA.0721.00008,3,inversion between 1133h-915t and 912h-913t
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00032,0,adjacency exists
BUMA.0721.00006,0,adjacency exists
BUMA.0721.00010,1,complex break of adjacency
BUMA.0721.00003,2,some block is not presented
BUMA.0721.00009,0,adjacency exists
BUMA.0721.00011,1,complex break of adjacency
