id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,266h–268t,49380,0,0,0,0.040393378,2,False
2,374h–376t,5380,0,0,0,0.03494966,2,False
3,15h–17t,42694,0,0,0,0.03494966,2,False
4,98h–99t,1,0,0,0,0,0,True
5,87h–89t,16029,0,0,0,0,1,True
6,49h–50t,653,0,0,0,0,1,True
7,42h–43t,555,0,0,0,0,0,True
8,41h–42t,170,0,0,0,0,0,True
9,400t–83h,13600,0,0,0,0,0,True
10,400h–84t,1511,0,0,0,0,0,True
11,39h–40t,37,0,0,0,0,0,True
12,399t–70h,1,0,0,0,0,0,True
13,399h–72t,2454,0,0,0,0,0,True
14,38h–39t,63,0,0,0,0,0,True
15,37h–38t,1,0,0,0,0,1,True
16,378h–379t,557,0,0,0,0,0,True
17,376h–377t,1181,0,0,0,0,0,True
18,343h–345t,27984,0,0,0,0,1,True
19,324t–464h,1,0,0,0,0,0,True
20,323h–464t,3228,0,0,0,0,0,True
21,317h–318t,199,0,0,0,0,1,True
22,313h–314t,133,0,0,0,0,1,True
23,312h–313t,449,0,0,0,0,1,True
24,310h–312t,6348,0,0,0,0,0,True
25,301h–310t,42818,0,0,0,0,1,True
26,280h–283t,9842,0,0,0,0,0,True
27,278h–280t,8241,0,0,0,0,0,True
28,264h–265t,1591,0,0,0,0,0,True
29,251h–252t,908,0,0,0,0,0,True
30,249h–250t,1,0,0,0,0,0,True
31,248h–249t,348,0,0,0,0,0,True
32,205h–206t,3078,0,0,0,0,0,True
33,203h–205t,2593,0,0,0,0,0,True
34,17h–23t,13460,0,0,0,0,1,True
35,151t–417h,2201,0,0,0,0,0,True
36,151h–153t,2523,0,0,0,0,0,True
37,14h–15t,2,0,0,0,0,1,True
38,146h–417t,19606,0,0,0,0,1,True
39,130h–131t,4812,0,0,0,0,1,True
40,100t–99h,2066,0,0,0,0,0,True
