id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,439h–440t,950,0.0005236926,1,3,0.0086683091,8,False
2,94h–95t,7336,0.0004101621,2,5,0.0056268102,9,False
3,107h–78h,19453,0.00039364750000000007,1,2,0.0140554882,10,False
4,160h–190t,2530,0.0003257573,1,2,0.0064634742,7,False
5,291h–292t,1523,0.0003257573,1,2,0.0032268786,4,False
6,145h–146t,839,0.0002675348,1,2,0.0038803367999999997,7,False
7,403h–404t,1967,0.0002468961,1,2,0.003636888,4,False
8,404h–405t,719,0.0002468961,1,2,0.0002468961,2,False
9,90h–92t,1932,0.0002351883,1,2,0.0030588567000000002,6,False
10,40t–69h,5733,0.0002197602,1,2,0.0007841144000000001,3,False
11,377h–378t,1212,0.00020458099999999998,1,2,0.0017536871,4,False
12,398h–399t,1564,0.00020458099999999998,1,2,0.0014577674,3,False
13,458h–459t,5,0.00020458099999999998,1,2,0.00020458099999999998,2,False
14,457h–458t,1,0.00020458099999999998,1,2,0.00020458099999999998,2,False
15,440h–441t,1301,0.00019488199999999998,1,2,0.0057055746000000025,7,False
16,376h–377t,270,0.000144171,1,2,0.00134817,3,False
17,374h–375t,1976,0.000144171,1,2,0.000144171,2,False
18,183h–184t,593,3.47504e-05,1,2,0.0013958586000000002,5,False
19,174h–175t,736,3.47504e-05,1,2,0.00010991060000000001,3,False
20,335h–348t,72807,0,0,0,0.0107375055,8,False
21,1h–2t,1951,0,0,0,0.0094487832,7,False
22,422h–423t,1949,0,0,0,0.007163450199999999,6,False
23,418h–419t,2276,0,0,0,0.006888032499999998,8,False
24,280h–282t,2565,0,0,0,0.006875487199999999,7,False
25,302t–500t,4872,0,0,0,0.0067863768000000005,7,False
26,469h–471t,1927,0,0,0,0.006545705200000001,7,False
27,158t–42t,1443,0,0,0,0.005654755299999998,8,False
28,188h–229t,2794,0,0,0,0.0054037684,7,False
29,103h–106t,15680,0,0,0,0.005272003999999999,6,False
30,530h–532t,15218,0,0,0,0.0036044434000000003,5,False
31,208h–209t,3320,0,0,0,0.003314123900000001,6,False
32,317h–318t,1202,0,0,0,0.0025757446000000002,4,False
33,51h–52t,1558,0,0,0,0.0024846614,4,False
34,35h–37t,1689,0,0,0,0.0024523640000000003,4,False
35,318h–319t,3135,0,0,0,0.00195405,6,False
36,453h–454t,1632,0,0,0,0.0019256638,4,False
37,49t–72h,1954,0,0,0,0.0018229896000000003,4,False
38,143h–47h,1660,0,0,0,0.0016476576,4,False
39,495h–496t,1533,0,0,0,0.0015920208,3,False
40,297t–542t,3222,0,0,0,0.0014781167,4,False
41,434h–436t,11643,0,0,0,0.001477118,3,False
42,302h–303t,735,0,0,0,0.0013392434,3,False
43,488h–489t,5128,0,0,0,0.0012470598,3,False
44,296h–541h,2245,0,0,0,0.0011725837999999999,4,False
45,471h–472t,1739,0,0,0,0.0010604736,3,False
46,46h–47t,1526,0,0,0,0.0010032322,3,False
47,83h–84t,847,0,0,0,0.0008732965999999998,4,False
48,20h–21t,858,0,0,0,0.0007497533,2,False
49,180h–181t,626,0,0,0,0.0007497533,2,False
50,22h–23t,1723,0,0,0,0.0007367449,2,False
51,300h–301t,134,0,0,0,0.0007260573000000001,4,False
52,275h–276t,3044,0,0,0,0.0006356606000000001,3,False
53,349h–350t,3984,0,0,0,0.0005963632000000002,3,False
54,182h–183t,1386,0,0,0,0.0005761472,2,False
55,168h–169t,382,0,0,0,0.0005614331999999999,3,False
56,268h–269t,1181,0,0,0,0.0005456539,2,False
57,297h–298t,1357,0,0,0,0.0002964674,2,False
58,25h–26t,1434,0,0,0,0.0002884288,2,False
59,301h–499h,1758,0,0,0,0.000288342,3,False
60,512h–513t,1652,0,0,0,0.00020695499999999999,3,False
61,513h–514t,1,0,0,0,0.0001357067,2,False
62,81h–82t,1,0,0,0,9.54765e-05,2,False
63,534h–535t,472,0,0,0,9.54765e-05,2,False
64,209h–37h,5825,0,0,0,8.723550000000001e-05,2,False
65,145t–74t,1,0,0,0,8.598360000000001e-05,2,False
66,322h–323t,1,0,0,0,7.9376e-05,2,False
67,552h–553t,1409,0,0,0,6.801890000000001e-05,2,False
68,461h–462t,1731,0,0,0,6.801890000000001e-05,2,False
69,93h–94t,812,0,0,0,0,1,True
70,80h–81t,1,0,0,0,0,1,True
71,74h–75t,37,0,0,0,0,1,True
72,70h–71t,1403,0,0,0,0,1,True
73,63h–64t,455,0,0,0,0,1,True
74,56h–57t,711,0,0,0,0,1,True
75,556h–557t,1364,0,0,0,0,0,True
76,548h–549t,24,0,0,0,0,0,True
77,545h–546t,1,0,0,0,0,1,True
78,543h–544t,915,0,0,0,0,1,True
79,542h–543t,572,0,0,0,0,1,True
80,539h–540t,1339,0,0,0,0,1,True
81,526h–527t,66,0,0,0,0,1,True
82,524h–525t,25,0,0,0,0,1,True
83,523h–524t,1043,0,0,0,0,1,True
84,522h–523t,735,0,0,0,0,1,True
85,517h–518t,36,0,0,0,0,1,True
86,514h–516t,2746,0,0,0,0,1,True
87,511h–512t,1,0,0,0,0,0,True
88,506h–507t,1,0,0,0,0,1,True
89,49h–50t,5707,0,0,0,0,1,True
90,492h–493t,1,0,0,0,0,1,True
91,487h–488t,873,0,0,0,0,1,True
92,485h–486t,782,0,0,0,0,1,True
93,481h–482t,36,0,0,0,0,1,True
94,476h–477t,1735,0,0,0,0,1,True
95,466h–467t,98,0,0,0,0,1,True
96,465h–466t,1,0,0,0,0,1,True
97,460h–461t,50,0,0,0,0,1,True
98,448h–449t,3605,0,0,0,0,0,True
