strain,character_state,character_state_annotation
STPY.0321.00010,6,6 copies
STPY.0321.00064,6,6 copies
STPY.0321.00091,6,6 copies
STPY.0321.00061,6,6 copies
STPY.0321.00040,6,6 copies
STPY.0321.00145,6,6 copies
STPY.0321.00030,6,6 copies
STPY.0321.00162,6,6 copies
STPY.0321.00132,6,6 copies
STPY.0321.00057,6,6 copies
STPY.0321.00021,6,6 copies
STPY.0321.00107,6,6 copies
STPY.0321.00136,6,6 copies
STPY.0321.00215,6,6 copies
STPY.0321.00198,5,5 copies
STPY.0321.00095,6,6 copies
STPY.0321.00155,6,6 copies
STPY.0321.00003,5,5 copies
STPY.0321.00148,6,6 copies
STPY.0321.00093,6,6 copies
STPY.0321.00002,6,6 copies
STPY.0321.00206,6,6 copies
STPY.0321.00108,6,6 copies
STPY.0321.00013,6,6 copies
STPY.0321.00096,6,6 copies
STPY.0321.00048,5,5 copies
STPY.0321.00167,6,6 copies
STPY.0321.00175,6,6 copies
STPY.0321.00181,6,6 copies
STPY.0321.00139,6,6 copies
STPY.0321.00106,6,6 copies
STPY.0321.00152,6,6 copies
STPY.0321.00217,6,6 copies
STPY.0321.00165,6,6 copies
STPY.0321.00140,6,6 copies
STPY.0321.00081,6,6 copies
STPY.0321.00067,6,6 copies
STPY.0321.00156,6,6 copies
STPY.0321.00007,6,6 copies
STPY.0321.00216,5,5 copies
STPY.0321.00060,7,7 copies
STPY.0321.00092,6,6 copies
STPY.0321.00199,6,6 copies
