id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,272h–273t,950,0.0005236926,1,3,0.0086683091,8,False
2,60h–61t,14208,0.0004101621,2,5,0.0056268102,9,False
3,49h–67h,19453,0.00039364750000000007,1,2,0.0140554882,10,False
4,235h–236t,3706,0.000348752,2,4,0.009405890000000004,7,False
5,103h–124t,2530,0.0003257573,1,2,0.0064634742,7,False
6,180h–181t,1523,0.0003257573,1,2,0.0032268786,4,False
7,92h–93t,3349,0.0002675348,1,2,0.0038803367999999997,7,False
8,250h–251t,1967,0.0002468961,1,2,0.003636888,4,False
9,251h–252t,719,0.0002468961,1,2,0.0002468961,2,False
10,57h–58t,1932,0.0002351883,1,2,0.0030588567000000002,6,False
11,25t–43h,5733,0.0002197602,1,2,0.0007841144000000001,3,False
12,246h–247t,2890,0.00020458099999999998,1,2,0.0014577674,3,False
13,273h–274t,3252,0.00019488199999999998,1,2,0.0057055746000000025,7,False
14,234h–235t,7640,0.000144171,1,2,0.000144171,2,False
15,120h–121t,593,3.47504e-05,1,2,0.0013958586000000002,5,False
16,113h–114t,736,3.47504e-05,1,2,0.00010991060000000001,3,False
17,134h–135t,10721,0,0,0,0.009976629699999996,8,False
18,1h–2t,1951,0,0,0,0.0094487832,7,False
19,264h–265t,1949,0,0,0,0.009430423999999998,7,False
20,211h–218t,76664,0,0,0,0.008434005599999999,7,False
21,30h–91h,8600,0,0,0,0.007372524600000001,7,False
22,260h–261t,2276,0,0,0,0.006888032499999998,8,False
23,174h–175t,2565,0,0,0,0.006875487199999999,7,False
24,188t–305t,3653,0,0,0,0.0067863768000000005,7,False
25,285h–286t,1927,0,0,0,0.006545705200000001,7,False
26,187h–304h,4871,0,0,0,0.005947000200000001,7,False
27,101t–27t,1443,0,0,0,0.005654755299999998,8,False
28,123h–148t,2081,0,0,0,0.0054037684,7,False
29,65h–67t,15680,0,0,0,0.005052137999999999,6,False
30,329h–331t,15218,0,0,0,0.0036044434000000003,5,False
31,52h–53t,5845,0,0,0,0.0027824472000000005,6,False
32,199h–200t,1202,0,0,0,0.0025757446000000002,4,False
33,32h–33t,1558,0,0,0,0.0024846614,4,False
34,22h–23t,5011,0,0,0,0.0024523640000000003,4,False
35,200h–201t,3135,0,0,0,0.00195405,6,False
36,277h–278t,1632,0,0,0,0.0019256638,4,False
37,31t–45h,3935,0,0,0,0.0018229896000000003,4,False
38,302h–303t,4141,0,0,0,0.0015920208,3,False
39,185t–338t,2287,0,0,0,0.0014781167,4,False
40,268h–270t,11643,0,0,0,0.001477118,3,False
41,188h–189t,735,0,0,0,0.0013392434,3,False
42,279h–280t,4093,0,0,0,0.0013213038,3,False
43,298h–299t,5128,0,0,0,0.0012470598,3,False
44,184h–337h,2245,0,0,0,0.0011725837999999999,4,False
45,286h–287t,1739,0,0,0,0.0010604736,3,False
46,14h–15t,858,0,0,0,0.0007497533,2,False
47,117h–118t,626,0,0,0,0.0007497533,2,False
48,16h–17t,3174,0,0,0,0.0007367449,2,False
49,171h–172t,3044,0,0,0,0.0006356606000000001,3,False
50,218h–219t,3984,0,0,0,0.0005963632000000002,3,False
51,119h–120t,1386,0,0,0,0.0005761472,2,False
52,109h–110t,382,0,0,0,0.0005614331999999999,3,False
53,167h–168t,1181,0,0,0,0.0005456539,2,False
54,283h–284t,1876,0,0,0,0.000495774,2,False
55,324h–325t,2917,0,0,0,0.00040066,2,False
56,185h–186t,1357,0,0,0,0.0002964674,2,False
57,17h–18t,2917,0,0,0,0.0002884288,2,False
58,179h–180t,1416,0,0,0,0.00028135890000000003,2,False
59,315h–316t,1652,0,0,0,0.00020695499999999999,3,False
60,202h–203t,5107,0,0,0,0.00019780309999999998,2,False
61,316h–317t,1,0,0,0,0.0001357067,2,False
62,332h–333t,472,0,0,0,9.54765e-05,2,False
63,135h–23h,5825,0,0,0,8.723550000000001e-05,2,False
64,46t–92t,1,0,0,0,8.598360000000001e-05,2,False
65,347h–348t,4129,0,0,0,6.801890000000001e-05,2,False
