block,cluster,parallel_rear_score,parallel_rear_unique_innovation_count,parallel_rear_all_innovations_count,min_dup_leaves,median_dup_leaves,max_dup_leaves
144,0,12.117427086460456,2,21,1,1.0,4
177,1,1.1384716757300106,1,5,2,2.0,2
24,2,0,0,0,1,1.0,1
25,2,0.15631235423532186,1,2,1,1.0,1
26,2,0,0,0,1,1.0,1
27,2,0,0,0,1,1.0,1
28,2,0,0,0,1,1.0,1
29,2,0,0,0,1,1.0,1
30,2,0.15815878802160727,1,2,1,1.0,1
31,2,0.15815878802160727,1,2,1,1.0,1
32,3,1.556149875486498,2,9,1,1.0,1
33,4,12.136119168362539,2,21,1,1.0,1
44,2,0,0,0,1,1.0,1
57,5,5.281925408190316,2,12,1,1.0,1
65,2,0,0,0,1,1.0,1
70,2,0.04067855956348938,1,2,1,1.0,1
71,2,0.04067855956348938,1,2,1,1.0,1
72,2,0.40843446608730527,1,3,1,1.0,1
73,2,0.04067855956348938,1,2,1,1.0,1
74,2,0,0,0,1,1.0,1
75,2,0,0,0,1,1.0,1
76,2,0,0,0,1,1.0,1
77,2,0.03481732223793431,1,2,1,1.0,1
78,2,0.040725376333113905,3,6,1,1.0,1
79,2,0.03481732223793431,1,2,1,1.0,1
80,2,0.03481732223793431,1,2,1,1.0,1
81,2,0.03481732223793431,1,2,1,1.0,1
82,2,0.03481732223793431,1,2,1,1.0,1
83,2,0.10243897964366001,1,3,1,1.0,1
84,2,0,0,0,1,1.0,1
85,2,0,0,0,1,1.0,1
86,2,0,0,0,1,1.0,1
87,2,0.5245812534076493,2,5,1,1.0,1
88,2,0.7387514238896169,1,4,1,1.0,1
89,2,0.7387514238896169,1,4,1,1.0,1
96,1,6.588240184402083,1,10,1,1.0,1
106,2,0,0,0,1,1.0,1
116,2,0,0,0,1,1.0,1
117,2,0,0,0,1,1.0,1
118,2,0,0,0,1,1.0,1
139,6,0.20237239162637724,3,6,1,1.0,1
146,7,8.522037676687681,2,18,1,1.0,1
147,7,3.090200128201929,1,10,1,1.0,1
162,8,3.21875748027338,3,13,1,1.0,1
246,9,26.32290385457702,1,26,1,1.0,1
252,8,5.295958667047213,2,14,1,1.0,1
255,10,0,0,0,1,1.0,1
263,11,4.256011493114271,2,13,1,1.0,1
294,12,0.37962116914801813,1,5,1,1.0,1
356,13,0.16257988861119357,1,2,1,1.0,1
372,14,0,0,0,1,1.0,1
377,11,0.4397509666093196,1,3,1,1.0,1
391,15,0,0,0,1,1.0,1
406,16,0,0,0,1,1.0,1
407,0,0,0,0,1,1.0,1
408,0,0,0,0,1,1.0,1
409,0,0,0,0,1,1.0,1
