strain,character_state,character_state_annotation
STPN.0321.00011,4,4 copies
STPN.0321.00082,4,4 copies
STPN.0321.00029,4,4 copies
STPN.0321.00080,4,4 copies
STPN.0321.00019,5,5 copies
STPN.0321.00095,4,4 copies
STPN.0321.00084,4,4 copies
STPN.0321.00059,1,1 copies
STPN.0321.00037,4,4 copies
STPN.0321.00064,1,1 copies
STPN.0321.00023,4,4 copies
STPN.0321.00056,1,1 copies
STPN.0321.00026,4,4 copies
STPN.0321.00043,4,4 copies
STPN.0321.00038,4,4 copies
STPN.0321.00094,4,4 copies
STPN.0321.00033,4,4 copies
STPN.0321.00044,4,4 copies
STPN.0321.00057,1,1 copies
STPN.0321.00055,1,1 copies
STPN.0321.00035,4,4 copies
STPN.0321.00027,4,4 copies
STPN.0321.00020,4,4 copies
STPN.0321.00046,1,1 copies
STPN.0321.00086,4,4 copies
STPN.0321.00005,4,4 copies
STPN.0321.00006,4,4 copies
STPN.0321.00070,4,4 copies
STPN.0321.00022,4,4 copies
STPN.0321.00004,4,4 copies
STPN.0321.00062,1,1 copies
STPN.0321.00045,4,4 copies
STPN.0321.00051,4,4 copies
STPN.0321.00049,4,4 copies
STPN.0321.00039,4,4 copies
STPN.0321.00015,4,4 copies
STPN.0321.00036,4,4 copies
STPN.0321.00085,4,4 copies
STPN.0321.00048,1,1 copies
STPN.0321.00001,4,4 copies
STPN.0321.00021,4,4 copies
STPN.0321.00060,1,1 copies
STPN.0321.00013,4,4 copies
STPN.0321.00034,4,4 copies
STPN.0321.00083,4,4 copies
STPN.0321.00097,3,3 copies
STPN.0321.00088,4,4 copies
STPN.0321.00066,1,1 copies
STPN.0321.00031,4,4 copies
STPN.0321.00073,4,4 copies
STPN.0321.00076,4,4 copies
STPN.0321.00075,4,4 copies
STPN.0321.00003,4,4 copies
STPN.0321.00040,4,4 copies
STPN.0321.00047,4,4 copies
STPN.0321.00069,1,1 copies
STPN.0321.00053,4,4 copies
STPN.0321.00028,4,4 copies
STPN.0321.00079,4,4 copies
STPN.0321.00007,4,4 copies
STPN.0321.00077,4,4 copies
STPN.0321.00089,4,4 copies
STPN.0321.00010,4,4 copies
STPN.0321.00025,4,4 copies
STPN.0321.00081,4,4 copies
STPN.0321.00072,4,4 copies
STPN.0321.00068,1,1 copies
STPN.0321.00008,4,4 copies
STPN.0321.00009,1,1 copies
STPN.0321.00002,4,4 copies
STPN.0321.00071,4,4 copies
STPN.0321.00063,1,1 copies
STPN.0321.00052,4,4 copies
STPN.0321.00061,1,1 copies
STPN.0321.00090,4,4 copies
STPN.0321.00024,4,4 copies
STPN.0321.00014,4,4 copies
STPN.0321.00032,4,4 copies
STPN.0321.00091,4,4 copies
STPN.0321.00067,1,1 copies
STPN.0321.00092,4,4 copies
STPN.0321.00042,4,4 copies
STPN.0321.00041,4,4 copies
STPN.0321.00058,1,1 copies
STPN.0321.00078,4,4 copies
STPN.0321.00074,4,4 copies
STPN.0321.00018,4,4 copies
STPN.0321.00012,4,4 copies
STPN.0321.00050,4,4 copies
STPN.0321.00065,1,1 copies
STPN.0321.00017,4,4 copies
STPN.0321.00093,4,4 copies
STPN.0321.00087,4,4 copies
STPN.0321.00030,4,4 copies
STPN.0321.00016,4,4 copies
STPN.0321.00054,1,1 copies
