block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
256,2,44026.44,323.26732962054797,0.0015239507999999999,1,4,False
259,2,22509.0,108.01296218510072,0.0015239507999999999,1,4,False
258,2,10182.04,87.99930908819681,0.0015239507999999999,1,4,False
257,2,15870.12,46.45024865380163,0.0015239507999999999,1,4,False
60,2,4447.888888888889,28.691634260585612,0.0014950920000000002,1,4,False
61,2,23050.296296296296,21.26519468053602,0.0014950920000000002,1,4,False
194,1,10752.192307692309,17.67879919079354,0.0014559396999999999,1,4,False
251,2,24897.85,36.78624063423714,0.0012031148,2,6,False
40,2,14412.846153846154,15.832518405271301,0.0011899236999999999,1,4,False
41,2,5633.538461538462,1.1842157167954348,0.0011899236999999999,1,4,False
54,2,9161.416666666666,13.952050824958397,0.0008829379000000001,1,4,False
205,1,9926.607142857143,19.569180006388844,0.0007991304,1,3,False
94,2,8326.833333333334,3.3870669054835956,0.0007490521999999999,1,3,False
29,2,49674.31034482759,45.424513698097854,0.0007409070000000001,1,3,False
64,2,8809.857142857143,35.14634129070121,0.0006877233,1,4,False
28,2,10166.42857142857,86.68474432078106,0.0006460514,1,3,False
234,1,5717.2,11.668761716651858,0.000585916,1,3,False
233,1,3373.6666666666665,1.2472191289246473,0.000585916,1,3,False
62,2,45703.07142857143,243.34087328733924,0.0005045016000000001,1,3,False
65,2,9296.785714285714,71.00873042040935,0.0004876736,1,3,False
66,2,3850.214285714286,4.783581614358063,0.0004876736,1,3,False
266,1,29599.72,72.51290643740602,0.00048708,1,3,False
263,1,4377.6,9.765244492586962,0.00048708,1,3,False
57,2,19374.074074074073,234.02357050106852,0.0004802704,1,3,False
58,2,35632.0,89.79317799707735,0.0004802704,1,3,False
59,2,30519.51851851852,49.12446050622271,0.0004802704,1,3,False
56,2,8075.333333333333,19.652537297311568,0.0004802704,1,3,False
55,2,8576.592592592593,17.810232720960155,0.0004802704,1,3,False
27,2,21244.333333333332,35.8583633511378,0.0003426739,1,2,False
97,2,29592.95,44.87814055862832,0.0003419438,1,2,False
1,2,13517.35,23.803938749711147,0.0003419438,1,2,False
2,2,6999.15,1.9045996954740911,0.0003419438,1,2,False
63,2,3822.0833333333335,643.7840551941483,0.00033744879999999996,1,3,False
261,2,25591.0,37.398752207348664,0.000330118,1,3,False
260,2,6152.333333333333,4.988876515698589,0.000330118,1,3,False
114,1,15157.066666666668,108.98468801727252,0.00032092949999999997,1,2,False
264,1,5232.777777777777,28.09815248089287,0.00031696099999999994,1,3,False
265,1,3372.3333333333335,5.206833117271103,0.00031696099999999994,1,3,False
84,2,5940.365384615385,58.06794059420458,0.000294516,1,2,False
98,2,8093.894736842105,30.968396007002642,0.000294516,1,2,False
253,2,40177.72727272727,109.08011310216067,0.00028890459999999997,1,3,False
254,2,4307.545454545455,6.110551773384022,0.00028890459999999997,1,3,False
252,2,17272.0,3.1766191290283907,0.00028890459999999997,1,3,False
51,2,50902.96428571428,191.89570868105437,0.000272509,1,2,False
47,2,16507.678571428572,33.551722940035404,0.000272509,1,2,False
49,2,3423.8214285714284,7.141696334248065,0.000272509,1,2,False
50,2,5624.714285714285,3.3791074778613917,0.000272509,1,2,False
189,1,7044.407407407408,1.9101921419596484,0.00020758520000000003,1,2,False
